draw_no,number,freq_last_10,freq_last_20,freq_last_30,freq_last_50,freq_last_75,freq_last_100,freq_last_125,freq_last_150,freq_last_200,freq_last_300,freq_last_500,ewma_hl10,ewma_hl20,ewma_hl30,ewma_hl50,ewma_hl75,ewma_hl100,ewma_hl150,ewma_hl200
260,12,0.5,0.4,0.3,0.24,0.21333333333333335,0.2,0.168,0.17333333333333334,0.17,0.15444015444015444,0.15444015444015444,0.37036644511979394,0.28372843095367006,0.24355501656307882,0.2069646877669672,0.18805369711485903,0.17884106215961157,0.17003213603213577,0.16584338278854335
260,13,0.0,0.1,0.1,0.12,0.14666666666666667,0.15,0.152,0.16666666666666666,0.165,0.1583011583011583,0.1583011583011583,0.08542743870890836,0.1183289136399824,0.1338584800032082,0.14739962592527228,0.15330616628232616,0.15561342131929143,0.15728977906986327,0.15785047221032847
260,14,0.0,0.1,0.13333333333333333,0.16,0.13333333333333333,0.16,0.184,0.16666666666666666,0.155,0.15057915057915058,0.15057915057915058,0.09238840024649754,0.13134123162387937,0.14477996940731025,0.1528858783268555,0.1545087725573436,0.1544247763660474,0.1537028554756966,0.15311307032304622
260,15,0.1,0.15,0.13333333333333333,0.12,0.10666666666666667,0.09,0.08,0.08666666666666667,0.095,0.11583011583011583,0.11583011583011583,0.12835479774913455,0.11533028530963103,0.10750181170288982,0.10347984303145757,0.10446899538527363,0.10613613704544302,0.10864426137288757,0.11019785899563923
260,16,0.1,0.1,0.2,0.22,0.2,0.2,0.2,0.18666666666666668,0.175,0.18146718146718147,0.18146718146718147,0.16334739224625341,0.18682355955547758,0.19152982889739428,0.19035765503999852,0.18772404068158083,0.18607602600560105,0.18437880241936336,0.18356142898837793
260,17,0.1,0.05,0.2,0.2,0.2,0.2,0.192,0.18666666666666668,0.175,0.16602316602316602,0.16602316602316602,0.14210884975737742,0.17464331131552344,0.18176704321276937,0.18108479805338532,0.17756651084124594,0.17505150194941624,0.1721722108782389,0.170647089100745
260,18,0.1,0.1,0.16666666666666666,0.2,0.21333333333333335,0.19,0.184,0.20666666666666667,0.175,0.1776061776061776,0.1776061776061776,0.14459842602311923,0.17590394324029504,0.1852450356534861,0.18809908886411114,0.18659899345360204,0.1849906034661826,0.18286836164216788,0.18164919528477194
260,19,0.2,0.15,0.13333333333333333,0.16,0.12,0.13,0.152,0.14666666666666667,0.145,0.14285714285714285,0.14285714285714285,0.162224074157979,0.14685819928424407,0.1437316623430136,0.14352732612112387,0.1438567290723327,0.14391969501152027,0.1438102385562093,0.1436702425470237
260,20,0.3,0.25,0.2,0.14,0.16,0.15,0.176,0.16,0.16,0.16216216216216217,0.16216216216216217,0.22572036115138513,0.1817835713152429,0.16927687147620077,0.16311047072269658,0.16166945080148126,0.1613692620318556,0.16134778791265728,0.16144245828301523
260,21,0.1,0.15,0.16666666666666666,0.22,0.22666666666666666,0.22,0.2,0.18,0.165,0.16602316602316602,0.16602316602316602,0.15895849980111684,0.1915598762809093,0.1969399928593096,0.19221395338368893,0.18532908447738022,0.18085631343646766,0.1759440110693704,0.1734121243426548
260,22,0.2,0.15,0.16666666666666666,0.16,0.17333333333333334,0.16,0.144,0.14666666666666667,0.175,0.16988416988416988,0.16988416988416988,0.17924197837061273,0.1674248955757997,0.16392519349676135,0.16271548210436804,0.16369031813271914,0.1647508465096729,0.16619137273144502,0.16703525294683316
260,23,0.2,0.2,0.23333333333333334,0.18,0.18666666666666668,0.18,0.176,0.17333333333333334,0.17,0.15444015444015444,0.15444015444015444,0.21488413762080324,0.202522059739889,0.19264333963293742,0.1801899851058598,0.1721903496638492,0.16784505504464675,0.1633700723419595,0.16111502079313517
260,24,0.1,0.1,0.16666666666666666,0.18,0.16,0.19,0.2,0.2,0.175,0.1891891891891892,0.1891891891891892,0.1362963505881295,0.16288422095809096,0.1719882672892212,0.1787277561984017,0.18177674771888874,0.18332174929818554,0.18499243994287498,0.1859110279694338
260,25,0.2,0.15,0.16666666666666666,0.12,0.2,0.19,0.168,0.16,0.13,0.14671814671814673,0.14671814671814673,0.1521212603582151,0.15605608851802275,0.1579938148566022,0.15569295190547092,0.15239465824999948,0.1504572738890976,0.1486397009831598,0.147877620686806
260,26,0.0,0.05,0.13333333333333333,0.16,0.14666666666666667,0.19,0.184,0.16666666666666666,0.175,0.18532818532818532,0.18532818532818532,0.07801231849000845,0.12933104309758414,0.14917303406663607,0.16457578857685662,0.17182832940423395,0.17532958599500342,0.1787501636072077,0.18042971420155976
260,27,0.3,0.3,0.23333333333333334,0.18,0.16,0.12,0.112,0.14666666666666667,0.165,0.15444015444015444,0.15444015444015444,0.2531510816432695,0.20639720547399654,0.18206137057772662,0.16488212184361817,0.15933812535587802,0.15751891166847495,0.15623135633913618,0.15573151710688887
260,28,0.0,0.15,0.13333333333333333,0.16,0.14666666666666667,0.16,0.184,0.16666666666666666,0.145,0.138996138996139,0.138996138996139,0.09835567074830469,0.12988660015559925,0.140549232023337,0.1459310827109868,0.14587561014441147,0.14491867034438805,0.143364761048904,0.14239616321947662
260,29,0.2,0.2,0.2,0.2,0.18666666666666668,0.15,0.136,0.14,0.145,0.138996138996139,0.138996138996139,0.19076583147896894,0.18215891964626368,0.17186358489519335,0.15896983791899544,0.15161292841846508,0.1480243979956591,0.14465773111946134,0.1430930118406221
260,30,0.0,0.0,0.0,0.1,0.06666666666666667,0.12,0.12,0.12666666666666668,0.155,0.16216216216216217,0.16216216216216217,0.03241057812920175,0.06751051371449811,0.08761704720684368,0.1111308271023019,0.1264160081051871,0.13491361263170587,0.1438354599675452,0.14839915907722687
260,31,0.3,0.25,0.2,0.14,0.13333333333333333,0.17,0.168,0.16666666666666666,0.14,0.15444015444015444,0.15444015444015444,0.20916740689063454,0.18101023592212423,0.1707655896383829,0.16321655017038236,0.1597247407875033,0.15811413164093666,0.15665501726273823,0.15600135708493726
261,1,0.2,0.3,0.2,0.18,0.17333333333333334,0.18,0.176,0.17333333333333334,0.17,0.15384615384615385,0.15384615384615385,0.19087958534924596,0.18469237747432804,0.17968183595958845,0.1735077408833853,0.16870270311804858,0.1656537303109748,0.16213398832504783,0.1602035981783087
261,2,0.1,0.1,0.1,0.14,0.12,0.15,0.168,0.17333333333333334,0.16,0.18461538461538463,0.18461538461538463,0.10750727477511206,0.12212324664462175,0.13474762891089628,0.15039376918216746,0.16045549593172995,0.16604506817379244,0.1719712635457543,0.17504573052803143
261,3,0.3,0.2,0.2,0.16,0.16,0.17,0.168,0.16,0.165,0.1576923076923077,0.1576923076923077,0.18536206233800517,0.1760314819818722,0.1725406139562173,0.16900864523329334,0.1663052633986596,0.16456442619311512,0.16253285123805308,0.16141091853087086
261,4,0.1,0.2,0.16666666666666666,0.22,0.24,0.2,0.2,0.2,0.19,0.18461538461538463,0.18461538461538463,0.17676483589526695,0.2000788286223989,0.20454602069599476,0.20292342916200615,0.19925346004072342,0.19652428480086476,0.19316411520457116,0.19124854305313094
261,5,0.2,0.15,0.13333333333333333,0.1,0.09333333333333334,0.07,0.088,0.12,0.165,0.15,0.15,0.14851640322363355,0.11515551632171118,0.10937458759661867,0.11604918519400736,0.12539656899325471,0.13138225337591575,0.1378210597633753,0.1410597573674626
261,6,0.2,0.15,0.2,0.12,0.2,0.17,0.16,0.16,0.185,0.16923076923076924,0.16923076923076924,0.1981174488132167,0.17387058719679832,0.16921951584960912,0.16810154358030796,0.16855940359852087,0.1689220105499823,0.16924612181540602,0.16935263296822362
261,7,0.3,0.2,0.13333333333333333,0.12,0.13333333333333333,0.15,0.136,0.16666666666666666,0.17,0.15384615384615385,0.15384615384615385,0.21637948584949254,0.16591106639138273,0.1568879908204399,0.15570120275502694,0.15647519135356305,0.15669581195252102,0.15648915416677417,0.15614693970163918
261,8,0.0,0.0,0.06666666666666667,0.1,0.13333333333333333,0.15,0.136,0.14,0.145,0.14615384615384616,0.14615384615384616,0.03936842607488367,0.08143416676126375,0.10316425116114566,0.12228009419962182,0.13140301519746653,0.13560796929877048,0.13948880753524603,0.14129434551584416
261,9,0.3,0.2,0.13333333333333333,0.16,0.14666666666666667,0.15,0.144,0.14,0.135,0.14615384615384616,0.14615384615384616,0.21164090385412565,0.16797599352600737,0.15571273112494916,0.14776206076510767,0.1452069881195195,0.1445637399759248,0.14446889267457702,0.14465022698440722
261,10,0.1,0.1,0.1,0.18,0.2,0.17,0.176,0.16,0.18,0.19615384615384615,0.19615384615384615,0.10948508305884733,0.15035912250896535,0.1648911008368163,0.17547754226338869,0.18129134229582966,0.1845924356367792,0.1882081817844939,0.19012540661453106
261,11,0.1,0.3,0.23333333333333334,0.16,0.13333333333333333,0.13,0.152,0.15333333333333332,0.19,0.18846153846153846,0.18846153846153846,0.21266938985890224,0.1808147040557636,0.16903344329299405,0.16725011729675304,0.17132565851481793,0.1747327812417973,0.178895122512662,0.18118798942631678
261,12,0.4,0.4,0.3,0.24,0.21333333333333335,0.2,0.168,0.17333333333333334,0.17,0.15384615384615385,0.15384615384615385,0.34556411188539066,0.27406241907390394,0.23797848967253285,0.20403566042598978,0.18615167202841815,0.17736171550500812,0.1689110638452421,0.16487722716014985
261,13,0.0,0.1,0.1,0.12,0.14666666666666667,0.15,0.152,0.16,0.165,0.1576923076923077,0.1576923076923077,0.07970661861265317,0.11429770435609267,0.13079360610408175,0.14531358149400636,0.1517555869603096,0.15432621025344215,0.1562527210129996,0.1569308809694465
261,14,0.0,0.05,0.13333333333333333,0.16,0.13333333333333333,0.16,0.184,0.16666666666666666,0.155,0.15,0.15,0.08620142537309643,0.12686672090631632,0.14146503299579447,0.1507221907794758,0.15294602975575028,0.15314739759438079,0.1526894470674921,0.15222107781670766
261,15,0.1,0.15,0.13333333333333333,0.12,0.10666666666666667,0.09,0.08,0.08666666666666667,0.095,0.11538461538461539,0.11538461538461539,0.1197592607938934,0.1114012327851706,0.10504040995390017,0.10201536475378895,0.10341236819300574,0.1052581947128786,0.10792793760884496,0.10955587811032827
261,16,0.1,0.1,0.16666666666666666,0.22,0.2,0.2,0.2,0.18666666666666668,0.17,0.18076923076923077,0.18076923076923077,0.15240850588425603,0.18045888633604149,0.18714449019133914,0.18766365548774497,0.18582534982794485,0.18453683280662744,0.18316313841567147,0.1824920531423775
261,17,0.2,0.1,0.2,0.22,0.21333333333333335,0.21,0.2,0.19333333333333333,0.175,0.16923076923076924,0.16923076923076924,0.19955925453225087,0.20276142246516504,0.20050161148668197,0.19267433558427272,0.18588482179342905,0.181875353172812,0.17763032445358487,0.1754786595216857
261,18,0.1,0.1,0.16666666666666666,0.18,0.21333333333333335,0.19,0.184,0.20666666666666667,0.175,0.17692307692307693,0.17692307692307693,0.1349151018595719,0.16991127765037378,0.1810035959277137,0.18543705322875553,0.18471168162672208,0.18346038872094403,0.18166265642147306,0.18059095955979698
261,19,0.3,0.2,0.16666666666666666,0.16,0.12,0.14,0.16,0.15333333333333332,0.15,0.14615384615384616,0.14615384615384616,0.21832742251010567,0.17592288890003469,0.16333710294468798,0.15564838844174475,0.15251598971902655,0.1510010639094881,0.14945535100763638,0.14865897228114255
261,20,0.3,0.25,0.2,0.14,0.14666666666666667,0.15,0.176,0.16,0.16,0.16153846153846155,0.16153846153846155,0.2106045435906022,0.17559059955709586,0.16540104481881782,0.1608020816274302,0.1600342829964701,0.16003443950810203,0.16028397420269186,0.16050194116916275
261,21,0.1,0.15,0.16666666666666666,0.22,0.22666666666666666,0.22,0.2,0.18,0.165,0.16538461538461538,0.16538461538461538,0.14831352444101656,0.1850338470296491,0.1924307810126325,0.18949368293150387,0.18345461684748937,0.17936029692317182,0.17478396014097947,0.17240187541292237
261,22,0.2,0.15,0.16666666666666666,0.16,0.17333333333333334,0.16,0.144,0.14,0.17,0.16923076923076924,0.16923076923076924,0.16723867910924545,0.16172109273811874,0.16017190086303779,0.16041268300841482,0.16203471073827497,0.16338805202229922,0.16509562383350912,0.16606215382728326
261,23,0.3,0.25,0.26666666666666666,0.2,0.2,0.18,0.184,0.18,0.17,0.1576923076923077,0.1576923076923077,0.267460999004794,0.22969040243468397,0.21112888014994938,0.19179218630230602,0.18056303653942565,0.17472851692451824,0.1688862210213069,0.1660021222897858
261,24,0.1,0.1,0.16666666666666666,0.18,0.16,0.18,0.192,0.2,0.175,0.18846153846153846,0.18846153846153846,0.1271689915887837,0.1573351090502171,0.1680503594976634,0.1761983465191713,0.17993820936735722,0.1818053390662988,0.18377273004540975,0.1848279640386762
261,25,0.2,0.15,0.13333333333333333,0.12,0.18666666666666668,0.19,0.168,0.16,0.13,0.14615384615384616,0.14615384615384616,0.14193415447657529,0.15073959626359879,0.15437632929001116,0.15348953779725322,0.1508532981625451,0.14921271370755526,0.14765967545075742,0.14701612839728748
261,26,0.0,0.05,0.1,0.16,0.14666666666666667,0.19,0.184,0.16666666666666666,0.17,0.18461538461538463,0.18461538461538463,0.07278806681960735,0.12492501514049187,0.14575751240111753,0.16224666185671152,0.17009041200031041,0.17387928574872538,0.17757161088476908,0.1793785828210118
261,27,0.3,0.3,0.23333333333333334,0.18,0.16,0.12,0.112,0.14,0.165,0.15384615384615385,0.15384615384615385,0.2361983107637824,0.19936570061790418,0.1778928252400723,0.1625486598017161,0.1577265371962034,0.15621593866999456,0.15520127677653298,0.1548242702861766
261,28,0.0,0.1,0.13333333333333333,0.16,0.13333333333333333,0.16,0.184,0.16666666666666666,0.145,0.13846153846153847,0.13846153846153847,0.0917690856147522,0.12546164557524042,0.13733116415972257,0.1438658215508792,0.1444001854425771,0.14371992466722242,0.14241951475639023,0.1415666043173192
261,29,0.2,0.15,0.2,0.18,0.18666666666666668,0.15,0.136,0.14,0.145,0.13846153846153847,0.13846153846153847,0.1779908142374663,0.17595316058508007,0.16792853187843296,0.15672004832116915,0.15007947495434862,0.14679996220149494,0.14370395989267093,0.14225939329974932
261,30,0.0,0.0,0.0,0.1,0.06666666666666667,0.11,0.12,0.12666666666666668,0.155,0.16153846153846155,0.16153846153846155,0.030240138636984465,0.06521057702722262,0.08561093447422975,0.10955806976615873,0.12513740299168638,0.13379762730318523,0.1428871102177768,0.14753462845574203
261,31,0.2,0.25,0.2,0.14,0.13333333333333333,0.16,0.168,0.16666666666666666,0.14,0.15384615384615385,0.15384615384615385,0.19516009117444008,0.1748436100224863,0.1668556767323117,0.1609066598064409,0.158109242296572,0.15680623507141284,0.1556221443783006,0.15509253825448197
262,1,0.1,0.25,0.2,0.18,0.17333333333333334,0.18,0.176,0.17333333333333334,0.17,0.1532567049808429,0.1532567049808429,0.17809695036399179,0.17840033516972123,0.1755680051235192,0.1710531514915646,0.16699795876433077,0.16428533426968284,0.16106710656299483,0.15927250125646172
262,2,0.2,0.1,0.13333333333333333,0.16,0.13333333333333333,0.15,0.176,0.18,0.165,0.18773946360153257,0.18773946360153257,0.16727484348954988,0.15203047804138417,0.1545576551506597,0.16241302798164584,0.16893911075563545,0.17293402035847658,0.1774198975213013,0.17984033183352105
262,3,0.3,0.25,0.2,0.18,0.17333333333333334,0.17,0.176,0.16666666666666666,0.17,0.16091954022988506,0.16091954022988506,0.2399159287623311,0.2041021844327889,0.19148536660593624,0.18076456202248153,0.17472976619960695,0.1714656093406706,0.16804359230205115,0.16628476481977456
262,4,0.1,0.15,0.13333333333333333,0.22,0.24,0.19,0.2,0.2,0.19,0.1839080459770115,0.1839080459770115,0.16492742346929495,0.19326260549958327,0.19986292224677984,0.20005270020180543,0.19723999964746886,0.1949008800466561,0.1918930475294721,0.19013701415010162
262,5,0.3,0.2,0.16666666666666666,0.12,0.10666666666666667,0.08,0.088,0.12666666666666668,0.17,0.1532567049808429,0.1532567049808429,0.20553771324800912,0.14530012218166685,0.12976553176392933,0.12855431195012343,0.13423445500927,0.1385575405465999,0.14349441053002948,0.14605188379320924
262,6,0.2,0.15,0.2,0.12,0.2,0.17,0.16,0.16,0.185,0.1685823754789272,0.1685823754789272,0.1848501157573765,0.1679472182677198,0.16534522071761043,0.1657234348946659,0.1668561072894537,0.1675266166153589,0.16813244045514086,0.16836836222114657
262,7,0.3,0.2,0.13333333333333333,0.12,0.13333333333333333,0.15,0.136,0.16666666666666666,0.17,0.1532567049808429,0.1532567049808429,0.20188919878788583,0.16025885993428562,0.15329602699727848,0.15349851993159555,0.15489400626270977,0.15540141352056097,0.15545941681025574,0.15523941991703233
262,8,0.0,0.0,0.06666666666666667,0.1,0.12,0.15,0.136,0.14,0.145,0.14559386973180077,0.14559386973180077,0.036732040316089974,0.07865989296984265,0.10080229690271879,0.12055021505690992,0.13007518497258486,0.13448776869714366,0.13857093666617493,0.14047314841615255
262,9,0.3,0.2,0.13333333333333333,0.14,0.14666666666666667,0.15,0.144,0.14,0.13,0.14559386973180077,0.14559386973180077,0.19746794545751814,0.1622534397754017,0.15214767497194748,0.1456716918569483,0.1437396684587082,0.14336955950606123,0.14351825161300336,0.14380952563549157
262,10,0.1,0.1,0.06666666666666667,0.16,0.2,0.17,0.176,0.15333333333333332,0.18,0.19540229885057472,0.19540229885057472,0.10215319447311486,0.14523673482492852,0.16111590513273605,0.1729950863709339,0.17945938947916085,0.1830675948879254,0.18696972537760856,0.18902040533567926
262,11,0.1,0.3,0.2,0.16,0.13333333333333333,0.13,0.144,0.15333333333333332,0.19,0.18773946360153257,0.18773946360153257,0.198427556830351,0.17465476511961578,0.1651634083079215,0.1648840536179383,0.16959440914179655,0.17328938696575927,0.17771794834023397,0.18013493205963568
262,12,0.4,0.4,0.3,0.24,0.2,0.2,0.168,0.17333333333333334,0.17,0.1532567049808429,0.1532567049808429,0.32242271675844486,0.26472574606932586,0.23252995201758472,0.20114919688790836,0.1842706054778512,0.1758966047047974,0.16779958724932828,0.16391896729309857
262,13,0.0,0.05,0.1,0.1,0.14666666666666667,0.15,0.152,0.16,0.165,0.15708812260536398,0.15708812260536398,0.07436890473523546,0.1104038458170312,0.12779907542668661,0.1432578508746884,0.15022209357084862,0.15305138610802774,0.15522453944513664,0.15601880494946374
262,14,0.1,0.1,0.16666666666666666,0.18,0.14666666666666667,0.17,0.184,0.17333333333333334,0.16,0.1532567049808429,0.1532567049808429,0.14739578310459156,0.15661235310156574,0.1611212637007159,0.16273680344521577,0.16150552789288272,0.16014289203035997,0.15826496016661112,0.15714833509324533
262,15,0.1,0.15,0.13333333333333333,0.12,0.10666666666666667,0.09,0.08,0.08666666666666667,0.095,0.11494252873563218,0.11494252873563218,0.11173934125125991,0.10760605033608941,0.10263550088118292,0.10057216786324981,0.10236738404323632,0.10438870087963832,0.10721774507339692,0.10891914371710176
262,16,0.1,0.1,0.16666666666666666,0.22,0.2,0.2,0.2,0.18666666666666668,0.17,0.18007662835249041,0.18007662835249041,0.14220216403894093,0.1743110692869787,0.1828598012552647,0.18500880438055367,0.18394758077005866,0.18301245136945066,0.18195787964251223,0.1814314166093997
262,17,0.2,0.1,0.2,0.22,0.21333333333333335,0.2,0.2,0.19333333333333333,0.175,0.1685823754789272,0.1685823754789272,0.18619536805927947,0.1958538095720969,0.19591111012848691,0.18994859909670514,0.18400645177008415,0.1803729571034748,0.17646147296535064,0.17445878455265648
262,18,0.1,0.1,0.16666666666666666,0.16,0.21333333333333335,0.19,0.176,0.20666666666666667,0.175,0.17624521072796934,0.17624521072796934,0.12588024096591532,0.16412279324389334,0.17685950328534827,0.18281370154779666,0.18284516620936955,0.18194489933722566,0.1804672711911189,0.17954137210688367
262,19,0.2,0.2,0.16666666666666666,0.16,0.12,0.13,0.16,0.14666666666666667,0.15,0.14559386973180077,0.14559386973180077,0.20370668795584826,0.16992960279670577,0.15959748615382222,0.15344645277490968,0.15097481244373848,0.1497537074044657,0.14847189781636838,0.14779497226447721
262,20,0.2,0.25,0.2,0.14,0.13333333333333333,0.15,0.176,0.16,0.16,0.16091954022988506,0.16091954022988506,0.19650098714149788,0.16960863378345098,0.1616141739041264,0.15852723739433827,0.1584171332099097,0.15871246207311063,0.15922926599133647,0.1595691102897543
262,21,0.1,0.15,0.16666666666666666,0.22,0.21333333333333335,0.22,0.2,0.18,0.165,0.16475095785440613,0.16475095785440613,0.1383814112564802,0.17873017164674632,0.18802506200096405,0.18681294268572246,0.18160080409609916,0.17787867667946303,0.1736338384342343,0.17139988259039565
262,22,0.2,0.15,0.16666666666666666,0.14,0.17333333333333334,0.16,0.144,0.14,0.17,0.1685823754789272,0.1685823754789272,0.1560392049142541,0.1562116289964604,0.15650475164161962,0.15814334754233556,0.16039734658742263,0.16203837179981342,0.16400925377697537,0.16509700721371112
262,23,0.2,0.25,0.26666666666666666,0.2,0.2,0.18,0.184,0.18,0.165,0.15708812260536398,0.15708812260536398,0.2495499357718436,0.2218653814519849,0.206295066576601,0.18907892945546512,0.17873844326770225,0.1732851578742181,0.16777490789732175,0.1650373245771149
262,24,0.1,0.1,0.13333333333333333,0.18,0.16,0.18,0.192,0.19333333333333333,0.17,0.18773946360153257,0.18773946360153257,0.11865286453439991,0.15197506563271604,0.16420283229925764,0.17370569351118254,0.178119929987314,0.1803035213541529,0.18256346000848778,0.18375375128475221
262,25,0.2,0.15,0.13333333333333333,0.12,0.17333333333333334,0.19,0.168,0.16,0.13,0.14559386973180077,0.14559386973180077,0.13242924862037708,0.14560424671837052,0.15084187017008513,0.15131814308417338,0.14932892242031193,0.14798013001406074,0.14668803824898052,0.14616167652373954
262,26,0.0,0.0,0.1,0.16,0.14666666666666667,0.19,0.184,0.16666666666666666,0.17,0.1839080459770115,0.1839080459770115,0.06791366766510917,0.12066910869261001,0.14242038182304775,0.15995138135208278,0.1683716448192287,0.17244294184125913,0.17640314574634586,0.17833604165334077
262,27,0.3,0.3,0.23333333333333334,0.18,0.16,0.12,0.112,0.13333333333333333,0.165,0.1532567049808429,0.1532567049808429,0.22038081626795747,0.19257377211749926,0.1738199539557836,0.16024910697500888,0.15613270722936198,0.1549255042701085,0.15418001397191816,0.15392443780344908
262,28,0.0,0.1,0.13333333333333333,0.16,0.13333333333333333,0.16,0.176,0.16666666666666666,0.145,0.13793103448275862,0.13793103448275862,0.08562358439628706,0.12118745736909897,0.13418695553754104,0.14183057218605863,0.14294101853973978,0.14253271460198438,0.14148235910862186,0.14074382486033427
262,29,0.3,0.2,0.23333333333333334,0.2,0.2,0.16,0.144,0.14666666666666667,0.145,0.1417624521072797,0.1417624521072797,0.23303831110258844,0.20402653126491177,0.18697887853752262,0.16864981014728356,0.15866793968787812,0.1538478901410703,0.14933859972079355,0.14724454748931284
262,30,0.0,0.0,0.0,0.1,0.06666666666666667,0.11,0.12,0.12666666666666668,0.15,0.16091954022988506,0.16091954022988506,0.028215046988798002,0.06298900343022813,0.08365086488642792,0.1080081672980198,0.12387288690957167,0.13269238117807697,0.14194687767616943,0.14667716308053816
262,31,0.2,0.25,0.2,0.14,0.13333333333333333,0.16,0.168,0.16,0.14,0.1532567049808429,0.1532567049808429,0.18209080351537804,0.1688870924552977,0.16303550189689336,0.15863033612068878,0.15651154508666373,0.1555109244803455,0.15459811216072558,0.1541911466090243
263,1,0.1,0.25,0.2,0.16,0.17333333333333334,0.18,0.176,0.17333333333333334,0.17,0.15267175572519084,0.15267175572519084,0.1661703302269829,0.17232267261360373,0.17154858207393806,0.1686342049692433,0.16531196777923254,0.16293007574284754,0.16000932889124359,0.15834898814151271
263,2,0.2,0.1,0.13333333333333333,0.16,0.13333333333333333,0.15,0.176,0.18,0.165,0.18702290076335878,0.18702290076335878,0.15607294748459258,0.146851171943659,0.1510192393603526,0.16011626568413712,0.16723352213723527,0.17150741519793308,0.17625472599666708,0.17879755983123036
263,3,0.3,0.25,0.16666666666666666,0.18,0.17333333333333334,0.17,0.168,0.16666666666666666,0.17,0.16030534351145037,0.16030534351145037,0.22384947652203194,0.19714892281044485,0.18710153428038284,0.1782082816800829,0.17296571583144296,0.17005111771759918,0.16693999788348213,0.1653205923485957
263,4,0.1,0.15,0.13333333333333333,0.22,0.22666666666666666,0.19,0.2,0.2,0.19,0.183206106870229,0.183206106870229,0.15388272716273996,0.18667862178775294,0.19528729563491407,0.19722365683596008,0.19524868871308973,0.19329306106059047,0.19063282633737172,0.18903453867681116
263,5,0.4,0.2,0.2,0.12,0.12,0.09,0.096,0.12666666666666668,0.17,0.15648854961832062,0.15648854961832062,0.25874047661877464,0.17441765404724757,0.14968852671797708,0.14087785289700908,0.1429751181578714,0.14566394017589218,0.14911934853012415,0.151003349228747
263,6,0.2,0.15,0.2,0.12,0.18666666666666668,0.16,0.16,0.16,0.185,0.16793893129770993,0.16793893129770993,0.1724712563304489,0.1622256678070733,0.16155983629735185,0.16337985850913897,0.16517154841951207,0.16614461939297054,0.16702826254317882,0.16739210838305713
263,7,0.3,0.2,0.13333333333333333,0.12,0.13333333333333333,0.15,0.136,0.16,0.17,0.15267175572519084,0.15267175572519084,0.18836928292864707,0.15479923301496365,0.14978649470015756,0.1513278220652758,0.1533302153030058,0.15411944217666565,0.15443846657731017,0.1543392919029716
263,8,0.0,0.0,0.06666666666666667,0.1,0.12,0.15,0.136,0.14,0.145,0.1450381679389313,0.1450381679389313,0.03427220542946253,0.07598014303710733,0.0984945468355214,0.11884545533202769,0.12876196179984986,0.1333783227682535,0.13766089832323242,0.13965863998665531
263,9,0.3,0.2,0.13333333333333333,0.14,0.14666666666666667,0.15,0.144,0.14,0.13,0.1450381679389313,0.1450381679389313,0.18424410771131283,0.15672586240517947,0.14866443284424782,0.14361167700574337,0.14228849033045102,0.1421868439649999,0.14257572271753555,0.14297567181935084
263,10,0.1,0.1,0.06666666666666667,0.14,0.2,0.17,0.176,0.15333333333333332,0.175,0.1946564885496183,0.1946564885496183,0.0953123005455501,0.14028887492220768,0.1574273459200877,0.1705486779949018,0.17764758941231046,0.18155739362703976,0.18574183716990336,0.18792440431890986
263,11,0.1,0.3,0.2,0.16,0.13333333333333333,0.13,0.144,0.15333333333333332,0.19,0.18702290076335878,0.18702290076335878,0.18513945678038618,0.1687047049630296,0.16138218626901302,0.16255234733478907,0.16788220471096493,0.171859850237241,0.17655081942337955,0.17909045187061887
263,12,0.3,0.35,0.26666666666666666,0.24,0.2,0.2,0.168,0.17333333333333334,0.17,0.15267175572519084,0.15267175572519084,0.3008310316764645,0.25570718815577065,0.22720645216805388,0.19830464742455797,0.18241023196219242,0.17444555994521932,0.16669759528766107,0.16296851247578942
263,13,0.0,0.05,0.1,0.1,0.14666666666666667,0.15,0.152,0.16,0.16,0.15648854961832062,0.15648854961832062,0.06938864159782755,0.10664265714473872,0.12487326585720504,0.14123197133288035,0.14870546967078976,0.15178880112447482,0.15420513172473582,0.1551141578106742
263,14,0.1,0.1,0.16666666666666666,0.16,0.14666666666666667,0.16,0.184,0.17333333333333334,0.16,0.15267175572519084,0.15267175572519084,0.13752512832194322,0.15127695374054267,0.15743258180995406,0.1604354624800544,0.15987498781870618,0.1588218062444557,0.1572255850598175,0.15623713857591723
263,15,0.1,0.15,0.13333333333333333,0.12,0.10666666666666667,0.09,0.072,0.08,0.095,0.11450381679389313,0.11450381679389313,0.1042564917429461,0.10394017570464792,0.1002857817643262,0.09914992750360863,0.10133389544288436,0.10352755476698437,0.10651361286928483,0.10828759554087392
263,16,0.1,0.1,0.16666666666666666,0.22,0.2,0.2,0.2,0.18666666666666668,0.17,0.17938931297709923,0.17938931297709923,0.1326793103927284,0.1683727180057751,0.17867344110672773,0.182392504125032,0.18209046847237717,0.1815027050105436,0.1807629057810443,0.18037941898657867
263,17,0.2,0.1,0.2,0.22,0.2,0.19,0.2,0.19333333333333333,0.17,0.16793893129770993,0.16793893129770993,0.1737264211088966,0.18918154988280392,0.19142595560864448,0.18726244278097404,0.18214874511798024,0.17888498503821607,0.17530259571219725,0.17344721648986186
