draw_no,number,freq_last_10,freq_last_20,freq_last_30,freq_last_50,freq_last_75,freq_last_100,freq_last_125,freq_last_150,freq_last_200,freq_last_300,freq_last_500,ewma_hl10,ewma_hl20,ewma_hl30,ewma_hl50,ewma_hl75,ewma_hl100,ewma_hl150,ewma_hl200
876,8,0.2,0.25,0.16666666666666666,0.16,0.22666666666666666,0.21,0.216,0.18666666666666668,0.165,0.14666666666666667,0.158,0.23067966385494657,0.20298117699571008,0.19745273684460968,0.18740833979780394,0.17703491677748023,0.17032836852154012,0.16342242353500772,0.16036756938055635
876,9,0.1,0.15,0.13333333333333333,0.2,0.24,0.21,0.184,0.18,0.18,0.17666666666666667,0.156,0.1387539975487662,0.17347995166405633,0.18389723834079635,0.18655233464185758,0.18276451776610103,0.17801644263478422,0.1703179819952857,0.1653070256716648
876,10,0.1,0.1,0.1,0.1,0.12,0.18,0.176,0.16666666666666666,0.17,0.17,0.176,0.10787908142291003,0.12271149819158818,0.13619314385457473,0.15096886310536528,0.1596514600314858,0.16439315491665463,0.1693356814531824,0.17182237509778234
876,11,0.1,0.1,0.1,0.16,0.14666666666666667,0.15,0.176,0.18666666666666668,0.19,0.20333333333333334,0.184,0.1391854806259687,0.1442464097036899,0.15410526069388433,0.1683182441076941,0.17721883114674056,0.1814649235754624,0.1850988579043736,0.18663003961383023
876,12,0.1,0.1,0.06666666666666667,0.08,0.12,0.1,0.12,0.12666666666666668,0.13,0.13333333333333333,0.142,0.08680305675713368,0.09499287737708535,0.10312677142405426,0.11393395248654906,0.12164211888484178,0.12647844678130388,0.13221962432658077,0.13534510718171358
876,13,0.1,0.15,0.13333333333333333,0.12,0.12,0.14,0.112,0.12666666666666668,0.13,0.13,0.15,0.11261080442634566,0.12006635228816293,0.12142929438714264,0.12357110768695484,0.1268624009018085,0.13027596081263418,0.1358375693536184,0.13956328404402377
876,14,0.2,0.2,0.16666666666666666,0.16,0.17333333333333334,0.18,0.192,0.21333333333333335,0.18,0.20333333333333334,0.18,0.17635085084499916,0.18154188432711976,0.1838353840936571,0.18636757196946596,0.18725155542518587,0.18719263715439588,0.1863040941070241,0.1852955433936751
876,15,0.1,0.15,0.16666666666666666,0.22,0.18666666666666668,0.2,0.192,0.18666666666666668,0.19,0.18666666666666668,0.176,0.14758272463701486,0.17440422150681192,0.1825085922551549,0.18608865028097313,0.18525789311697774,0.18312332525616945,0.17855997651609087,0.17487322082929502
876,16,0.3,0.2,0.16666666666666666,0.1,0.12,0.12,0.12,0.14666666666666667,0.15,0.15,0.164,0.1889892462920524,0.1515527746538965,0.14083913379531066,0.13944481873317188,0.14402227816345253,0.14823811423044653,0.153712415362499,0.15677550598982712
876,17,0.1,0.2,0.26666666666666666,0.18,0.17333333333333334,0.14,0.112,0.10666666666666667,0.13,0.12666666666666668,0.14,0.19024052580888243,0.1804482272704736,0.16445313880160856,0.14642929561072904,0.13879384366493733,0.13735367668155213,0.139346849690526,0.14209793113512983
876,18,0.1,0.1,0.2,0.16,0.17333333333333334,0.19,0.184,0.19333333333333333,0.185,0.17666666666666667,0.16,0.13737716248342868,0.16639289263345844,0.1749793154600139,0.17998402379464334,0.17980263475700797,0.17784198298136544,0.17389696242645053,0.17119885952302208
876,19,0.1,0.1,0.16666666666666666,0.16,0.13333333333333333,0.15,0.152,0.15333333333333332,0.16,0.17666666666666667,0.17,0.11145732483975741,0.13228150951999482,0.1410768644443364,0.15082492346968684,0.15798788652464446,0.1623937134891879,0.167025477653772,0.1690665418003946
876,20,0.0,0.0,0.06666666666666667,0.1,0.10666666666666667,0.13,0.136,0.14666666666666667,0.155,0.16666666666666666,0.18,0.04193605506606351,0.08109516394965527,0.10257344704416636,0.1269485340238293,0.14304976026055674,0.15204764531400175,0.1608168365020398,0.16452992964590377
876,21,0.0,0.1,0.1,0.12,0.17333333333333334,0.21,0.2,0.16666666666666666,0.165,0.16333333333333333,0.166,0.07116854020049769,0.1198075601685361,0.1429358922438785,0.15894994565629014,0.16336491188878555,0.16412708896515701,0.16386679520149006,0.1634038011577259
876,22,0.2,0.1,0.2,0.16,0.14666666666666667,0.16,0.176,0.16,0.165,0.17,0.186,0.18664845180911843,0.17482291375891715,0.17069620348609887,0.1694743097495487,0.1709939692480802,0.17271680273171258,0.17487480012152132,0.17582530829693024
876,23,0.3,0.2,0.16666666666666666,0.22,0.2,0.16,0.16,0.16,0.165,0.14333333333333334,0.166,0.21437967330149998,0.19617630724603738,0.18507716828502646,0.17189639648286942,0.16528253256437253,0.16331420753966108,0.16320704326753704,0.16390429195283684
876,24,0.4,0.3,0.26666666666666666,0.24,0.17333333333333334,0.15,0.176,0.16666666666666666,0.175,0.16,0.168,0.29811084108651775,0.24087851073816544,0.2122637601036939,0.18819592519505396,0.17754115455426778,0.1731954795499831,0.17015479774240155,0.1694449396885448
876,25,0.1,0.1,0.06666666666666667,0.1,0.12,0.11,0.128,0.12666666666666668,0.155,0.15333333333333332,0.16,0.08088230809805329,0.09681747707220927,0.1073746452837718,0.12234948293822487,0.13394183958506428,0.14095745794511957,0.14833393361020086,0.1517711752112831
876,26,0.1,0.15,0.1,0.12,0.12,0.13,0.128,0.11333333333333333,0.12,0.14,0.14,0.10665277328122966,0.11759931947450276,0.12079978040009606,0.123977472441832,0.1272898807709817,0.13005053264832248,0.1340853391781485,0.13683434347502293
876,27,0.1,0.15,0.13333333333333333,0.12,0.13333333333333333,0.11,0.136,0.12,0.12,0.12333333333333334,0.15,0.12585093408438658,0.12386318372395523,0.1233923457038349,0.12444722941229487,0.12725510062809034,0.13057014304394648,0.13633224126458282,0.1402914714951817
876,28,0.4,0.4,0.26666666666666666,0.22,0.2,0.18,0.152,0.14666666666666667,0.145,0.13666666666666666,0.148,0.31858223275730846,0.2528029290837162,0.21840132115443409,0.1850789849816173,0.1682193946302187,0.16112502684287924,0.1562495515202673,0.1549701744815165
876,29,0.1,0.1,0.1,0.12,0.13333333333333333,0.14,0.12,0.12666666666666668,0.125,0.12333333333333334,0.144,0.10302055491562573,0.11280278754609357,0.11905476593546083,0.12515449557195413,0.1301300744352623,0.13398339145234292,0.13903078056182713,0.14180538311626573
876,30,0.4,0.3,0.26666666666666666,0.22,0.17333333333333334,0.18,0.208,0.20666666666666667,0.185,0.20333333333333334,0.2,0.2803795315785972,0.23941437285263203,0.2200144199562948,0.20524904732468857,0.19941939371291592,0.19683885105399157,0.19363628444333644,0.19137407406054613
876,31,0.2,0.25,0.3333333333333333,0.28,0.24,0.25,0.24,0.22,0.2,0.2,0.182,0.25421956193454537,0.2571286332950492,0.24957924896912123,0.2344484836373295,0.2202647553368901,0.21031784984919316,0.19816650186925136,0.19146531305012832
877,1,0.1,0.1,0.13333333333333333,0.14,0.13333333333333333,0.14,0.136,0.14,0.115,0.11333333333333333,0.12,0.11653556684708591,0.13463338784886075,0.13644827490084596,0.13204981870389954,0.12676182517557463,0.12381238629904096,0.12178145935769843,0.12164638246741126
877,2,0.2,0.2,0.26666666666666666,0.22,0.21333333333333335,0.19,0.192,0.2,0.205,0.17666666666666667,0.166,0.2171017480452621,0.21489451018967456,0.21030480015967407,0.2027654601810458,0.19485377257398404,0.1885821906872014,0.18038799955492804,0.17591685956868983
877,3,0.2,0.2,0.2,0.18,0.17333333333333334,0.16,0.16,0.16,0.17,0.17,0.158,0.20999389301562285,0.19097723743941164,0.18155352092951604,0.17333304850795472,0.16911324223002608,0.16675798338378792,0.16400071473386607,0.16243787998556045
877,4,0.2,0.25,0.2,0.18,0.14666666666666667,0.16,0.128,0.14666666666666667,0.15,0.15666666666666668,0.142,0.20163856962519008,0.1772711589701054,0.16496373929942978,0.1555671805521352,0.15202810299914019,0.15071340690100785,0.14999120141424724,0.15010252943820926
877,5,0.0,0.0,0.0,0.12,0.13333333333333333,0.14,0.152,0.16666666666666666,0.195,0.17333333333333334,0.166,0.030727542424553292,0.08089744239451181,0.1102411577460961,0.13951035601233935,0.15384272491309814,0.15938200899990163,0.16251554723949355,0.16284841053798724
877,6,0.2,0.15,0.13333333333333333,0.2,0.18666666666666668,0.18,0.184,0.18,0.17,0.18666666666666668,0.152,0.17559715250262067,0.17772857815789375,0.1813802580269028,0.1829631369418638,0.18077210405684582,0.17737634701814703,0.17150585897638732,0.167709692688916
877,7,0.1,0.1,0.13333333333333333,0.12,0.13333333333333333,0.14,0.144,0.16,0.15,0.15666666666666668,0.148,0.12163477098662122,0.1263985610518336,0.13292074732324424,0.14199955568267897,0.14714103284207586,0.14925085762787077,0.1507940015040621,0.15139172912131957
877,8,0.2,0.25,0.16666666666666666,0.14,0.22666666666666666,0.21,0.216,0.18666666666666668,0.165,0.14333333333333334,0.158,0.21523173685328595,0.19606689294808008,0.19294291009502149,0.1848282200758076,0.17540580761181754,0.16914910441718722,0.16265560693445427,0.15978474839231727
877,9,0.1,0.15,0.13333333333333333,0.2,0.24,0.21,0.184,0.18,0.18,0.17666666666666667,0.156,0.1294620574206162,0.16757058765243782,0.17969701960542683,0.18398399985850036,0.18108268371624,0.17678395034588368,0.16951880980617193,0.1647062533057995
877,10,0.1,0.05,0.1,0.1,0.12,0.18,0.176,0.16666666666666666,0.17,0.16666666666666666,0.176,0.10065474206426055,0.11853149408005025,0.133082488144853,0.14889041909627915,0.1581823167597343,0.16325498311193834,0.16854111845016514,0.1711979241140648
877,11,0.1,0.1,0.1,0.16,0.14666666666666667,0.15,0.176,0.18666666666666668,0.19,0.20333333333333334,0.184,0.12986464536693595,0.13933284744977115,0.15058549166947988,0.1660009447726559,0.17558802956587463,0.1802085558169429,0.1842303303552509,0.1859517733998882
877,12,0.1,0.1,0.06666666666666667,0.08,0.12,0.1,0.12,0.12666666666666668,0.13,0.13333333333333333,0.142,0.0809901157206477,0.09175707124762965,0.10077135270563517,0.11236538174880759,0.12052274484037004,0.125602776488926,0.13159921862790475,0.13485322488016302
877,13,0.1,0.15,0.13333333333333333,0.12,0.12,0.14,0.112,0.12666666666666668,0.13,0.13,0.148,0.10506959573327965,0.11597645155662507,0.11865584546583587,0.12186985867980797,0.12569498882373306,0.12937399852895853,0.13520018740256154,0.1390560716977706
877,14,0.2,0.2,0.16666666666666666,0.16,0.17333333333333334,0.17,0.192,0.21333333333333335,0.18,0.20333333333333334,0.18,0.1645411619239709,0.17535790129303666,0.17963657811124695,0.18380178088195193,0.1855284307965501,0.18589661371736385,0.18542991130504322,0.18462212711547027
877,15,0.1,0.1,0.16666666666666666,0.22,0.18666666666666668,0.19,0.184,0.18666666666666668,0.19,0.18666666666666668,0.176,0.13769955106722687,0.16846337347128518,0.17834009024026648,0.1835266992111987,0.18355311455022996,0.18185547559601697,0.17772213094248365,0.17423768221151856
877,16,0.2,0.2,0.16666666666666666,0.1,0.12,0.12,0.12,0.14,0.15,0.15,0.164,0.17633320183616016,0.1463903307875588,0.1376223635285162,0.13752503049252132,0.142696957612645,0.1472117914368549,0.15299116041313834,0.15620573957330278
877,17,0.1,0.2,0.23333333333333334,0.18,0.17333333333333334,0.14,0.112,0.10666666666666667,0.13,0.12666666666666668,0.14,0.17750068690699683,0.17430149821063703,0.16069702391420185,0.1444133495013355,0.137516636168428,0.1364027120130273,0.13869300136747362,0.14158150716630122
877,18,0.1,0.15,0.23333333333333334,0.18,0.18666666666666668,0.19,0.184,0.19333333333333333,0.185,0.18,0.162,0.19514443334394405,0.19478861094470507,0.1938228139678625,0.19127348612509396,0.18735024779116008,0.18353417299053254,0.17777323294842895,0.1742109566796499
877,19,0.2,0.15,0.2,0.18,0.14666666666666667,0.16,0.152,0.16,0.165,0.18,0.172,0.17096036968712117,0.16183918676553716,0.1606946960047951,0.16251582988691213,0.16573624304453863,0.1681928591971891,0.17093399080488386,0.17208638840117213
877,20,0.1,0.05,0.1,0.12,0.10666666666666667,0.14,0.144,0.15333333333333332,0.16,0.17,0.182,0.1060947313747341,0.11239643603424496,0.12307069787486036,0.13896815549912397,0.15093558027554915,0.1579184217604764,0.16475448206349688,0.16756626357506918
877,21,0.1,0.15,0.13333333333333333,0.12,0.18666666666666668,0.22,0.208,0.17333333333333334,0.17,0.16333333333333333,0.166,0.13336960442977047,0.1497901459217947,0.16251126355064519,0.17052899189691959,0.17106378799281502,0.16991423369237074,0.16779012963653528,0.16644422775550816
877,22,0.2,0.1,0.2,0.16,0.13333333333333333,0.16,0.176,0.16,0.16,0.17,0.186,0.1741491633571754,0.1688678035282329,0.1667974968040002,0.16714109443251263,0.16942045003703535,0.17152100236417508,0.17405424626574692,0.17518630952470415
877,23,0.3,0.2,0.16666666666666666,0.2,0.2,0.16,0.16,0.16,0.165,0.14,0.166,0.20002330790518197,0.18949382204326953,0.18084999991244163,0.16952983540461605,0.16376157108611789,0.16218350579952193,0.1624412372820568,0.16330861751702933
877,24,0.4,0.25,0.26666666666666666,0.24,0.17333333333333334,0.15,0.176,0.16666666666666666,0.175,0.16,0.168,0.2781472498685075,0.23267330437930703,0.2074156491147986,0.1856049624944666,0.175907386891755,0.17199636507573351,0.16935639125233543,0.16882912897579996
877,25,0.1,0.1,0.06666666666666667,0.1,0.10666666666666667,0.11,0.128,0.12,0.155,0.15333333333333332,0.158,0.07546586188712841,0.09351951837889505,0.10492220499215213,0.12066505248947558,0.13270928115814096,0.1399815425891611,0.14763791576725574,0.15121959594457401
877,26,0.0,0.15,0.1,0.12,0.12,0.13,0.128,0.11333333333333333,0.12,0.14,0.14,0.0995105561102826,0.11359345493726106,0.11804070959814777,0.12227062886125521,0.12611853494138603,0.12915013111077855,0.1334561791048332,0.1363370488686558
877,27,0.2,0.2,0.13333333333333333,0.12,0.14666666666666667,0.12,0.144,0.12666666666666668,0.125,0.12666666666666668,0.152,0.18439008197964935,0.15370762005041735,0.14341409223120677,0.13650128727054828,0.13528626612206596,0.13658961842823214,0.14038477432850002,0.14341589481915032
877,28,0.3,0.4,0.26666666666666666,0.22,0.2,0.18,0.152,0.14666666666666667,0.14,0.13666666666666666,0.146,0.29724773368002694,0.24419153326057239,0.21341302807717574,0.18253093434633952,0.16667140758550042,0.16000948183931935,0.15551639172895443,0.15440696914899338
877,29,0.1,0.05,0.1,0.12,0.13333333333333333,0.14,0.12,0.12666666666666668,0.125,0.12333333333333334,0.144,0.0961215765427082,0.10896031049476268,0.11633555131903217,0.12343144747991032,0.128932592600324,0.13305576086742812,0.13837841530976078,0.14129002234946803
877,30,0.4,0.3,0.23333333333333334,0.22,0.17333333333333334,0.18,0.2,0.20666666666666667,0.185,0.20333333333333334,0.2,0.2616033531144672,0.23125904040511508,0.2149892836514235,0.20242330800329686,0.1975842983090135,0.19547604230166862,0.19272769727292996,0.19067856668709066
877,31,0.2,0.25,0.3,0.28,0.24,0.24,0.24,0.22,0.2,0.2,0.182,0.23719523837896556,0.24836988810648217,0.24387885103526596,0.23122074490874647,0.21823783692823062,0.20886171959335456,0.19723665784895145,0.19076947408844536
878,1,0.1,0.1,0.13333333333333333,0.14,0.13333333333333333,0.14,0.136,0.14,0.115,0.11333333333333333,0.118,0.10873152855577413,0.1300472804094432,0.13333179199007994,0.1302318402887708,0.12559534188601262,0.12295518809758617,0.12121007879861839,0.12120436234837761
878,2,0.2,0.15,0.26666666666666666,0.22,0.21333333333333335,0.19,0.192,0.2,0.205,0.17666666666666667,0.166,0.2025630934465411,0.20757441427871656,0.2055014318779866,0.1999739135241786,0.19306069591781524,0.1872765675624436,0.17954164579483484,0.17527763964591564
878,3,0.2,0.2,0.2,0.16,0.17333333333333334,0.16,0.16,0.16,0.17,0.17,0.158,0.19593123020482686,0.18447185164043337,0.17740683277404173,0.17094670868629602,0.1675570341931684,0.16560345718727662,0.16323124768552888,0.16184763792829232
878,4,0.2,0.2,0.2,0.16,0.14666666666666667,0.15,0.128,0.14,0.15,0.15666666666666668,0.142,0.18813543782659392,0.17123265251983597,0.161195962280656,0.15342542996798336,0.1506291152404306,0.1496699631455613,0.1492874649261712,0.14955710970123268
878,5,0.1,0.05,0.03333333333333333,0.14,0.13333333333333333,0.15,0.16,0.17333333333333334,0.2,0.17333333333333334,0.168,0.09563681929414769,0.11220544960112029,0.13056327782128432,0.1513570333843028,0.16162920416553128,0.16520191322382538,0.16644490017517835,0.16589032463125927
878,6,0.2,0.15,0.13333333333333333,0.18,0.18666666666666668,0.18,0.184,0.18,0.17,0.18666666666666668,0.152,0.16383793650486517,0.171674490330868,0.17723752720159963,0.1804442161512915,0.17910860924435631,0.17614830602653456,0.17070117890353978,0.16710029472062618
878,7,0.1,0.1,0.1,0.12,0.13333333333333333,0.14,0.144,0.15333333333333332,0.15,0.15666666666666668,0.148,0.11348925424854166,0.1220929620437908,0.12988483325382738,0.1400445955795693,0.14578701671157726,0.148217539633214,0.15008649839694105,0.15084162488665523
878,8,0.2,0.25,0.16666666666666666,0.14,0.22666666666666666,0.21,0.216,0.18666666666666668,0.165,0.14333333333333334,0.158,0.20081831130988423,0.18938813479796876,0.18853608793108018,0.18228362199985,0.1737916943471346,0.16797802361971428,0.1618924509325646,0.1592041468810224
878,9,0.1,0.15,0.13333333333333333,0.2,0.22666666666666666,0.21,0.184,0.18,0.18,0.17666666666666667,0.156,0.12079237072566745,0.16186251827277454,0.17559273399886377,0.18145102447273465,0.1794163308983355,0.17556001073198627,0.16872345267354688,0.16410776877863884
878,10,0.1,0.05,0.1,0.1,0.12,0.17,0.176,0.16666666666666666,0.165,0.16333333333333333,0.176,0.09391419510058274,0.11449387625366053,0.13004287990995925,0.1468405899424545,0.15672669690770977,0.1621247094609315,0.1677503485004869,0.1705758511410729
878,11,0.1,0.1,0.1,0.16,0.14666666666666667,0.15,0.168,0.18666666666666668,0.19,0.20333333333333334,0.184,0.12116799856157884,0.1345866591642772,0.1471461142809547,0.16371554871948618,0.1739722394646196,0.17896090641327211,0.18336594894848274,0.18527609013380544
878,12,0.1,0.1,0.06666666666666667,0.08,0.12,0.1,0.12,0.12666666666666668,0.13,0.13333333333333333,0.14,0.07556644995574814,0.0886314885538307,0.09846973182526786,0.11081840621614825,0.11941367460038484,0.12473318276472467,0.13098177459733806,0.1343632157462739
878,13,0.0,0.15,0.13333333333333333,0.12,0.12,0.14,0.112,0.12666666666666668,0.13,0.13,0.148,0.09803339922658486,0.1120258678583364,0.11594574220564081,0.12019203151798892,0.12453832273880183,0.12847829526235494,0.13456584816017406,0.13855079089847785
878,14,0.3,0.25,0.2,0.18,0.18666666666666668,0.18,0.2,0.21333333333333335,0.185,0.20666666666666667,0.182,0.22048934100405734,0.20344823849811744,0.19837370459226494,0.19503868191966078,0.19302333294065563,0.1915329476850679,0.18925175344048145,0.18758492318979128
878,15,0.1,0.1,0.16666666666666666,0.22,0.18666666666666668,0.19,0.184,0.18666666666666668,0.19,0.18666666666666668,0.176,0.12847822406553006,0.162724892529148,0.17426679694328528,0.1810000196516157,0.18186402841902807,0.18059642396745776,0.17688828504283366,0.17360456382797837
878,16,0.2,0.2,0.16666666666666666,0.1,0.12,0.12,0.12,0.13333333333333333,0.145,0.15,0.164,0.16452469481645615,0.14140373871102802,0.13447906439639074,0.13563167282320143,0.14138383659773426,0.14619259063938517,0.15227334856203875,0.15563814291979416
878,17,0.1,0.2,0.23333333333333334,0.18,0.17333333333333334,0.14,0.112,0.10666666666666667,0.13,0.12666666666666668,0.14,0.16561399690467343,0.16836414930768293,0.15702669880966316,0.14242515781105702,0.13625118532859457,0.13545834640546428,0.13804227435960395,0.14106704982378734
878,18,0.1,0.15,0.2,0.18,0.18666666666666668,0.19,0.184,0.19333333333333333,0.185,0.18,0.162,0.18207619442465525,0.18815339577229798,0.18939589477165888,0.18864015370120335,0.18562621981159297,0.1822634991290903,0.1769391472857404,0.17357793540728175
878,19,0.2,0.15,0.16666666666666666,0.18,0.14666666666666667,0.16,0.152,0.16,0.165,0.18,0.172,0.15951166516341317,0.156326349940485,0.15702442406978082,0.16027841469201778,0.1642111107129517,0.16702839883331927,0.17013199385274516,0.17146108706181226
878,20,0.2,0.1,0.13333333333333333,0.14,0.12,0.14,0.152,0.16,0.165,0.17333333333333334,0.182,0.1659568930640547,0.14263147188231112,0.14309979084806917,0.15082229754494594,0.1587488115539597,0.16374845893140821,0.16867333024880152,0.17059103465168313
878,21,0.1,0.1,0.1,0.12,0.17333333333333334,0.22,0.208,0.17333333333333334,0.17,0.16,0.164,0.12443824100118937,0.14468774366081497,0.15879950115547664,0.1681812565538107,0.16948963071110648,0.16873785562652127,0.1670028832150727,0.16583942804118323
878,22,0.3,0.15,0.23333333333333334,0.18,0.14666666666666667,0.16,0.184,0.16666666666666666,0.165,0.17333333333333334,0.188,0.2294539233239701,0.19717921728881962,0.1858278683078156,0.1786073692675019,0.17706358048535267,0.17725686392007217,0.17792946133565601,0.17818339203755335
878,23,0.3,0.25,0.2,0.2,0.21333333333333335,0.17,0.16,0.16666666666666666,0.165,0.14333333333333334,0.168,0.25359535381505244,0.21710263789356987,0.1995594118011738,0.18096322356418817,0.17145677547487234,0.16798401424173273,0.16637093886904902,0.1663488593801904
878,24,0.3,0.2,0.26666666666666666,0.24,0.17333333333333334,0.14,0.176,0.16,0.17,0.15666666666666668,0.168,0.25952056063254936,0.22474759747096051,0.20267826913427892,0.18304967071998599,0.17428865801154564,0.17080557165670043,0.16856179616349423,0.16821566337022623
878,25,0.1,0.1,0.06666666666666667,0.1,0.10666666666666667,0.11,0.128,0.12,0.155,0.15,0.158,0.07041213887545095,0.0903339002657293,0.10252577851438575,0.1190038123375437,0.13148806839454796,0.13901239943530505,0.14694522054667433,0.15067011718126141
878,26,0.0,0.15,0.1,0.12,0.12,0.13,0.12,0.11333333333333333,0.12,0.14,0.14,0.09284663185706832,0.10972404485198757,0.11534465606061024,0.12058728414896583,0.1249579713149993,0.1282559777597687,0.1328300224909136,0.1358416480408855
878,27,0.2,0.2,0.13333333333333333,0.12,0.14666666666666667,0.12,0.136,0.12666666666666668,0.125,0.12666666666666668,0.152,0.17204202979918934,0.14847177423927482,0.14013850983248194,0.13462202385064462,0.13404133951644118,0.13564395879954774,0.13972610977262095,0.14289477195784156
878,28,0.2,0.35,0.26666666666666666,0.22,0.2,0.18,0.152,0.14666666666666667,0.14,0.13666666666666666,0.146,0.2773419421830117,0.23587347319224602,0.20853866777162655,0.1800179638478414,0.16513766971507313,0.15890167797455013,0.1547867318667647,0.1538459085938129
878,29,0.1,0.05,0.1,0.12,0.12,0.14,0.12,0.12666666666666668,0.125,0.12333333333333334,0.144,0.08968460211287727,0.10524872231782215,0.11367844365047589,0.12173212135080941,0.12774613354973935,0.1321345674204875,0.13772916429305168,0.14077662416013914
878,30,0.3,0.3,0.23333333333333334,0.22,0.17333333333333334,0.18,0.2,0.20666666666666667,0.18,0.20333333333333334,0.198,0.24408455915245117,0.2233815085195989,0.21007892161874575,0.19963647188128644,0.19576609490323205,0.19412269053374623,0.19182344747990876,0.18998570791862895
878,31,0.2,0.25,0.26666666666666666,0.26,0.22666666666666666,0.24,0.232,0.22,0.2,0.2,0.182,0.22131098284301237,0.23990949793304947,0.2383086503705748,0.22803744388266423,0.21622957624269423,0.2074156939109502,0.19631125268114347,0.19007628499449802
879,1,0.0,0.1,0.13333333333333333,0.14,0.13333333333333333,0.14,0.136,0.13333333333333333,0.115,0.11333333333333333,0.118,0.10145010336276375,0.12561739262535726,0.13028648964759287,0.1284388907805655,0.12443959598019304,0.1221039380914169,0.1206414254352633,0.1207640249541951
879,2,0.3,0.2,0.26666666666666666,0.22,0.21333333333333335,0.2,0.192,0.20666666666666667,0.21,0.18,0.168,0.2559650575165688,0.23456733878226463,0.22364780428093592,0.210988166068853,0.20048626427833868,0.1929032583721657,0.183390800974304,0.17827386922087582
879,3,0.3,0.25,0.2,0.18,0.18666666666666668,0.17,0.168,0.16666666666666666,0.175,0.17333333333333334,0.16,0.24977731031668904,0.21225173423868515,0.19619488670834576,0.18236058940579514,0.17521729081664048,0.1713801964465683,0.1671569225969745,0.16489265891509297
879,4,0.2,0.2,0.2,0.16,0.13333333333333333,0.15,0.128,0.14,0.15,0.15666666666666668,0.142,0.17553657036943396,0.16539983976707368,0.15751424140819326,0.15131316580434012,0.1492430050501789,0.14863375996436742,0.14858708736781592,0.14901376632075256
879,5,0.1,0.05,0.03333333333333333,0.14,0.13333333333333333,0.15,0.16,0.17333333333333334,0.2,0.17,0.168,0.08923230760708369,0.10838332007306771,0.1275812084299007,0.1492732455950183,0.16014186961816623,0.16405817840606934,0.165664029036111,0.16528764241873084
879,6,0.2,0.1,0.13333333333333333,0.18,0.18666666666666668,0.18,0.184,0.18,0.17,0.18666666666666668,0.15,0.15286620002435183,0.16582662696024225,0.17318941647941113,0.1779599744490352,0.17746042676622686,0.17492878655027802,0.16990033956349235,0.16649321666733863
879,7,0.1,0.1,0.1,0.12,0.13333333333333333,0.14,0.144,0.15333333333333332,0.15,0.15666666666666668,0.148,0.10588921839879813,0.11793402754413962,0.12691825955780406,0.1381165502704158,0.14444546418935894,0.14719139194901032,0.14938237219758918,0.1502936148418853
879,8,0.3,0.3,0.2,0.14,0.24,0.22,0.224,0.19333333333333333,0.17,0.14666666666666667,0.158,0.25433711822002375,0.21700055074382987,0.2070699493259006,0.19354142327591164,0.18139457875569073,0.173738323152293,0.16582440676787372,0.16225877171323547
879,9,0.0,0.15,0.13333333333333333,0.2,0.22666666666666666,0.21,0.184,0.17333333333333334,0.18,0.17666666666666667,0.156,0.11270326701299258,0.15634888669093425,0.17158219040540307,0.17895292167106683,0.17776531672249837,0.17434456417352084,0.1679318917753883,0.1635115626201394
879,10,0.1,0.05,0.1,0.1,0.12,0.16,0.168,0.16666666666666666,0.165,0.16333333333333333,0.176,0.08762504240246809,0.1105937945128362,0.12707269642331545,0.14481898168645413,0.1552844759179528,0.1610022789066447,0.16696335289068054,0.16995614633551454
879,11,0.1,0.1,0.1,0.14,0.14666666666666667,0.15,0.168,0.18,0.19,0.2,0.184,0.11305374017643746,0.13000214347540107,0.14378529238079604,0.16146161671705658,0.17237132257974044,0.17772191458994666,0.1825056932285966,0.18460297912399423
879,12,0.1,0.1,0.06666666666666667,0.08,0.12,0.1,0.12,0.12666666666666668,0.13,0.13333333333333333,0.14,0.07050599086202813,0.08561237468083152,0.09622068003862513,0.10929272857476066,0.11831481326169348,0.1238696232497434,0.1303672776231488,0.13387507202644935
879,13,0.0,0.15,0.13333333333333333,0.12,0.12,0.13,0.112,0.12,0.13,0.13,0.148,0.09146839575090261,0.10820985554370108,0.1132975377896489,0.11853730373926344,0.12339230367104347,0.12758880738203957,0.1339345366149011,0.1380474336508996
879,14,0.2,0.2,0.2,0.18,0.18666666666666668,0.17,0.2,0.21333333333333335,0.185,0.20666666666666667,0.182,0.2057238294389949,0.19651804462109765,0.19384284291054685,0.19235351285460375,0.1912471052285142,0.1902069164258653,0.18836388464952405,0.18690342415242248
879,15,0.1,0.05,0.16666666666666666,0.2,0.18666666666666668,0.19,0.184,0.18666666666666668,0.185,0.18666666666666668,0.174,0.11987442174719776,0.157181885314295,0.17028653779407513,0.1785081259987277,0.18019049018819222,0.1793461090405721,0.176058419084287,0.17297385566060663
879,16,0.2,0.2,0.16666666666666666,0.1,0.12,0.12,0.12,0.13333333333333333,0.145,0.14666666666666667,0.164,0.15350696818627838,0.13658700826677825,0.1314075583158884,0.13376438184008857,0.14008280275489324,0.14518046219154032,0.15155896282227685,0.1550727070480083
879,17,0.1,0.2,0.23333333333333334,0.18,0.17333333333333334,0.14,0.112,0.10666666666666667,0.125,0.12666666666666668,0.14,0.15452332297233504,0.16262904830481756,0.1534402040466313,0.14046433842858372,0.13499738286074905,0.13452053385767807,0.13739465326754774,0.14055455096713831
