feature,coef,p_raw,p_fdr,sig_fdr
abs_sum_dev,-1.1349065715974354e-06,0.2735840980078508,0.34198012250981347,False
consecutive_pairs,-1.9839003434854412e-05,0.2234020718469958,0.34198012250981347,False
low_count,-1.0599062605336132e-05,0.5635078152071916,0.5635078152071916,False
birthday_count,2.6989121006116167e-05,0.15962171141177386,0.34198012250981347,False
decade_spread,5.2778946394623004e-05,0.004936234736109884,0.02468117368054942,True
