sum,mean,range,std,odd_count,even_count,low_count,high_count,prime_count,consecutive_pair_count,max_consecutive_run,d12,d23,d34,d45,decade_spread,draw_no,date
64,12.8,19,7.547184905645283,4,1,3,2,3,0,1,2,10,4,3,3,109,2001-08-07
72,14.4,24,8.97997772825746,4,1,3,2,3,0,1,4,6,9,5,3,110,2001-08-14
111,22.2,21,7.249827584156743,3,2,1,4,2,0,1,9,5,3,4,3,111,2001-08-21
80,16.0,22,9.20869154657707,4,1,3,2,2,1,2,2,8,11,1,3,112,2001-08-28
53,10.6,27,10.190191362285598,1,4,3,2,1,1,2,1,4,10,12,3,113,2001-09-04
32,6.4,8,2.65329983228432,4,1,5,0,4,2,3,2,1,1,4,2,114,2001-09-11
115,23.0,21,8.740709353364863,3,2,2,3,2,2,3,5,14,1,1,3,115,2001-09-18
63,12.6,21,7.49933330370107,3,2,3,2,4,0,1,5,6,5,5,3,116,2001-09-25
75,15.0,19,7.3484692283495345,3,2,3,2,3,2,2,6,1,11,1,3,117,2001-10-02
61,12.2,21,8.352245207128439,1,4,3,2,2,0,1,2,8,8,3,3,118,2001-10-09
110,22.0,18,7.563068160475615,2,3,2,3,1,1,2,2,11,4,1,3,119,2001-10-16
79,15.8,19,6.462197768561405,1,4,3,2,0,0,1,4,2,4,9,3,120,2001-10-23
94,18.8,25,8.328265125462805,2,3,1,4,2,1,2,12,1,6,6,4,121,2001-10-30
87,17.4,27,10.892199043352083,3,2,2,3,1,1,2,7,15,4,1,2,122,2001-11-06
40,8.0,14,5.215361924162119,4,1,5,0,2,1,2,4,1,7,2,2,123,2001-11-13
75,15.0,22,8.099382692526634,5,0,2,3,4,0,1,2,10,2,8,3,124,2001-11-20
101,20.2,27,9.579144011862438,3,2,1,4,2,1,2,19,1,5,2,2,125,2001-11-27
88,17.6,18,6.151422599691879,2,3,1,4,1,0,1,9,2,4,3,3,126,2001-12-04
95,19.0,23,9.654014708917737,3,2,2,3,2,1,2,1,9,11,2,4,127,2001-12-11
82,16.4,24,9.89141041510259,2,3,2,3,1,0,1,3,16,2,3,2,128,2001-12-18
90,18.0,28,9.777525249264253,2,3,2,3,2,0,1,11,7,5,5,4,129,2001-12-25
61,12.2,23,8.565045242145544,3,2,3,2,3,1,2,1,7,6,9,3,130,2002-01-08
61,12.2,20,7.025667228100119,3,2,3,2,0,0,1,8,3,6,3,3,131,2002-01-15
80,16.0,17,5.727128425310541,4,1,2,3,4,0,1,6,4,2,5,3,132,2002-01-22
71,14.2,27,9.620810776644555,3,2,3,2,3,0,1,3,4,7,13,3,133,2002-01-29
56,11.2,14,5.706137047074843,2,3,3,2,2,1,2,1,8,3,2,2,134,2002-02-05
52,10.4,20,7.002856560004639,2,3,4,1,1,2,3,3,1,1,15,2,135,2002-02-12
76,15.2,23,7.678541528180987,2,3,3,2,2,0,1,6,3,4,10,3,136,2002-02-19
91,18.2,25,8.795453370918409,3,2,2,3,1,0,1,12,5,5,3,3,137,2002-02-26
87,17.4,30,12.690153663372245,3,2,2,3,1,1,2,3,17,9,1,3,138,2002-03-05
105,21.0,14,5.291502622129181,1,4,1,4,1,0,1,3,3,6,2,2,139,2002-03-12
83,16.6,21,7.709734106958553,3,2,2,3,2,1,2,1,8,3,9,3,140,2002-03-19
63,12.6,20,7.939773296511683,1,4,3,2,0,0,1,2,3,11,4,2,141,2002-03-26
100,20.0,20,8.024961059095553,2,3,2,3,1,2,2,1,13,1,5,3,142,2002-04-02
104,20.8,9,3.3105890714493698,2,3,0,5,2,1,2,1,2,3,3,2,143,2002-04-09
78,15.6,24,7.863841300535,2,3,3,2,2,1,2,9,1,5,9,3,144,2002-04-16
98,19.6,15,5.748043145279966,2,3,2,3,2,1,2,1,5,5,4,2,145,2002-04-23
48,9.6,17,5.748043145279966,2,3,4,1,1,1,2,5,5,1,6,2,146,2002-04-30
91,18.2,23,9.19565114605812,3,2,2,3,1,1,2,5,11,6,1,3,147,2002-05-07
85,17.0,29,11.009087155618309,3,2,2,3,4,0,1,5,12,7,5,4,148,2002-05-14
83,16.6,23,9.850888284819801,3,2,2,3,2,2,2,1,11,10,1,3,149,2002-05-21
79,15.8,24,8.772684879784522,1,4,2,3,2,0,1,9,5,8,2,3,150,2002-05-28
60,12.0,15,4.9396356140913875,2,3,4,1,2,1,2,6,3,1,5,2,151,2002-06-04
66,13.2,29,11.303096920755832,2,3,3,2,2,1,2,1,9,11,8,4,152,2002-06-11
65,13.0,27,10.972693379476162,3,2,3,2,4,1,2,1,5,15,6,2,153,2002-06-18
69,13.8,20,7.110555533852471,1,4,2,3,2,0,1,8,6,3,3,3,154,2002-06-25
79,15.8,14,5.635601121442148,3,2,2,3,1,1,2,1,6,5,2,3,155,2002-07-02
68,13.6,29,10.762899237658969,4,1,3,2,5,1,2,1,10,6,12,3,156,2002-07-09
58,11.6,19,7.391887445030531,2,3,3,2,1,0,1,4,9,4,2,3,157,2002-07-16
84,16.8,28,9.064215354899728,2,3,2,3,2,0,1,11,2,4,11,4,158,2002-07-23
81,16.2,17,6.615134163416491,3,2,2,3,3,1,2,4,5,7,1,3,159,2002-07-30
112,22.4,27,9.728309205612248,2,3,1,4,2,2,2,19,1,6,1,3,160,2002-08-06
45,9.0,17,7.402702209328699,3,2,3,2,4,2,3,1,1,13,2,2,161,2002-08-13
91,18.2,25,8.423775875461075,3,2,2,3,3,0,1,8,3,6,8,4,162,2002-08-20
70,14.0,27,8.648699324175862,2,3,3,2,1,1,2,11,1,3,12,3,163,2002-08-27
88,17.6,23,9.09065454189081,2,3,2,3,1,0,1,2,7,10,4,4,164,2002-09-03
100,20.0,17,6.54217089351845,2,3,1,4,0,2,3,7,8,1,1,3,165,2002-09-10
94,18.8,20,7.30479294709987,2,3,2,3,1,0,1,5,8,3,4,3,166,2002-09-17
101,20.2,15,5.344155686354955,3,2,1,4,2,2,2,8,1,5,1,2,167,2002-09-24
67,13.4,28,9.457272334029511,1,4,3,2,2,0,1,6,3,5,14,3,168,2002-10-01
97,19.4,23,7.964923100695952,3,2,2,3,1,0,1,7,3,7,6,4,169,2002-10-08
65,13.0,20,7.58946638440411,1,4,3,2,2,0,1,5,7,6,2,3,170,2002-10-15
60,12.0,29,10.059821071967434,2,3,4,1,2,0,1,4,3,3,19,3,171,2002-10-22
68,13.6,27,10.131140113531153,2,3,3,2,0,0,1,3,10,7,7,3,172,2002-10-29
100,20.0,18,5.830951894845301,2,3,1,4,2,0,1,7,2,2,7,2,173,2002-11-05
55,11.0,21,8.87693640846886,3,2,3,2,1,1,2,2,5,13,1,2,174,2002-11-12
80,16.0,16,5.549774770204643,2,3,2,3,2,0,1,4,5,2,5,3,175,2002-11-19
106,21.2,18,6.99714227381436,0,5,2,3,0,0,1,2,10,2,4,3,176,2002-11-26
88,17.6,23,7.735631842325487,4,1,2,3,3,0,1,6,4,4,9,4,177,2002-12-03
112,22.4,28,9.971960689854328,2,3,1,4,2,0,1,21,2,2,3,3,178,2002-12-10
95,19.0,30,12.505998560690786,3,2,2,3,2,1,2,6,19,4,1,3,179,2002-12-17
103,20.6,11,3.9293765408777004,3,2,0,5,2,2,3,1,1,2,7,2,180,2002-12-24
60,12.0,25,9.143303560529969,2,3,3,2,1,0,1,2,11,2,10,3,181,2003-01-07
73,14.6,22,8.2365041127896,1,4,3,2,2,1,2,8,4,9,1,3,182,2003-01-14
76,15.2,23,8.997777503361593,4,1,3,2,2,1,2,6,4,12,1,3,183,2003-01-21
96,19.2,29,11.408768557561329,2,3,2,3,3,1,2,8,13,7,1,4,184,2003-01-28
99,19.8,21,7.19444229944198,3,2,1,4,2,1,2,12,1,5,3,3,185,2003-02-04
86,17.2,17,6.241794613730893,2,3,2,3,0,1,2,4,8,1,4,3,186,2003-02-11
76,15.2,21,8.795453370918409,2,3,2,3,1,1,2,2,11,7,1,3,187,2003-02-18
100,20.0,21,7.615773105863909,2,3,1,4,1,1,2,9,8,1,3,3,188,2003-02-25
98,19.6,17,6.343500610861483,2,3,1,4,0,1,2,7,6,3,1,3,189,2003-03-04
86,17.2,25,10.703270528207721,4,1,2,3,2,1,2,1,16,6,2,2,190,2003-03-11
40,8.0,12,4.33589667773576,2,3,5,0,1,1,2,5,2,4,1,2,191,2003-03-18
51,10.2,11,3.867815921162743,3,2,4,1,3,2,2,1,3,1,6,2,192,2003-03-25
74,14.8,16,6.523802572120037,0,5,2,3,0,0,1,2,10,2,2,3,193,2003-04-01
64,12.8,20,7.332121111929345,4,1,3,2,3,0,1,3,9,2,6,3,194,2003-04-08
47,9.4,22,8.404760555780276,3,2,4,1,2,1,2,1,4,9,8,3,195,2003-04-15
63,12.6,20,8.333066662399863,1,4,3,2,1,1,2,2,10,7,1,3,196,2003-04-22
98,19.6,23,7.3375745311376575,2,3,1,4,1,1,2,10,2,1,10,4,197,2003-04-29
107,21.4,15,5.083306010855534,3,2,1,4,1,1,2,7,1,4,3,2,198,2003-05-06
86,17.2,28,10.590561835898981,4,1,2,3,1,0,1,8,12,5,3,2,199,2003-05-13
48,9.6,17,6.216108107168021,2,3,4,1,1,1,2,3,8,1,5,2,200,2003-05-20
82,16.4,23,10.190191362285598,4,1,2,3,3,1,2,2,18,2,1,2,201,2003-05-27
76,15.2,25,8.795453370918407,2,3,3,2,2,1,2,4,1,7,13,3,202,2003-06-03
79,15.8,21,7.756287771866127,1,4,2,3,0,0,1,6,8,4,3,3,203,2003-06-10
100,20.0,22,7.402702209328699,2,3,1,4,2,0,1,11,4,2,5,3,204,2003-06-17
57,11.4,20,7.3375745311376575,3,2,4,1,3,2,2,1,9,1,9,3,205,2003-06-24
84,16.8,25,10.225458424931373,2,3,3,2,1,0,1,2,4,15,4,4,206,2003-07-01
58,11.6,22,8.16333265278342,2,3,3,2,1,1,2,1,6,6,9,3,207,2003-07-08
62,12.4,11,4.029888335921977,2,3,3,2,2,1,2,4,3,3,1,2,208,2003-07-15
103,20.6,22,7.939773296511683,5,0,1,4,4,0,1,10,6,4,2,3,209,2003-07-22
85,17.0,20,7.238784428341543,3,2,2,3,2,2,2,1,8,1,10,3,210,2003-07-29
72,14.4,13,4.923413450036469,2,3,3,2,1,1,2,1,3,5,4,3,211,2003-08-05
60,12.0,29,10.019980039900279,2,3,4,1,1,0,1,4,5,4,16,3,212,2003-08-12
44,8.8,28,10.476640682967036,4,1,4,1,3,2,3,1,1,6,20,2,213,2003-08-19
72,14.4,26,8.890444308357148,0,5,2,3,1,0,1,6,8,2,10,3,214,2003-08-26
88,17.6,24,7.964923100695952,2,3,2,3,0,1,2,11,5,1,7,3,215,2003-09-02
56,11.2,14,5.3814496188294845,4,1,3,2,4,1,2,4,6,3,1,2,216,2003-09-09
69,13.8,21,7.678541528180986,3,2,2,3,4,0,1,6,9,2,4,3,217,2003-09-16
103,20.6,20,7.172168430816444,3,2,1,4,1,1,2,7,8,1,4,3,218,2003-09-23
82,16.4,27,8.890444308357148,4,1,2,3,1,0,1,14,2,4,7,3,219,2003-09-30
80,16.0,20,7.797435475847171,4,1,3,2,2,2,3,1,1,10,8,3,220,2003-10-07
74,14.8,22,8.255906976220118,0,5,3,2,0,0,1,4,6,8,4,3,221,2003-10-14
103,20.6,18,6.374950980203691,1,4,1,4,0,0,1,8,3,5,2,2,222,2003-10-21
71,14.2,18,6.4621977685614045,1,4,2,3,1,0,1,6,6,3,3,3,223,2003-10-28
116,23.2,19,7.730459236035076,2,3,1,4,1,1,2,4,11,3,1,3,224,2003-11-04
95,19.0,13,5.215361924162119,1,4,2,3,1,1,2,1,4,6,2,2,225,2003-11-11
86,17.2,26,9.516301802696255,0,5,3,2,0,0,1,8,2,12,4,4,226,2003-11-18
64,12.8,28,10.870142593360953,2,3,3,2,2,0,1,2,3,14,9,3,227,2003-11-25
99,19.8,17,5.912698199637793,3,2,1,4,1,0,1,7,4,3,3,2,228,2003-12-02
108,21.6,18,5.9531504264548865,2,3,1,4,2,1,2,7,4,1,6,3,229,2003-12-09
88,17.6,22,7.914543574963752,2,3,1,4,1,2,2,12,1,8,1,3,230,2003-12-16
52,10.4,21,7.49933330370107,2,3,4,1,2,2,2,1,6,1,13,3,231,2003-12-23
85,17.0,23,8.48528137423857,1,4,2,3,1,0,1,9,8,4,2,3,232,2003-12-30
91,18.2,21,7.025667228100119,3,2,2,3,2,0,1,6,5,2,8,3,233,2004-01-06
105,21.0,10,3.5777087639996634,1,4,0,5,1,1,2,2,4,1,3,2,234,2004-01-13
75,15.0,26,9.402127418834526,3,2,2,3,3,2,2,1,10,1,14,3,235,2004-01-20
107,21.4,15,5.314132102234569,3,2,1,4,3,1,2,3,6,1,5,2,236,2004-01-27
77,15.4,22,7.889233169326408,1,4,2,3,1,1,2,2,9,1,10,3,237,2004-02-03
92,18.4,12,4.454211490264017,4,1,2,3,2,0,1,2,2,5,3,2,238,2004-02-10
105,21.0,11,3.847076812334269,3,2,0,5,1,0,1,2,3,2,4,2,239,2004-02-17
79,15.8,27,11.070682002478437,1,4,3,2,2,1,2,4,8,14,1,3,240,2004-02-24
46,9.2,25,9.410632284814872,2,3,4,1,2,1,2,1,2,9,13,3,241,2004-03-02
98,19.6,26,9.666436778875658,4,1,2,3,3,0,1,7,11,4,4,4,242,2004-03-09
85,17.0,24,9.273618495495704,3,2,3,2,1,1,2,7,4,12,1,3,243,2004-03-16
85,17.0,19,7.238784428341543,3,2,2,3,1,1,2,5,10,1,3,3,244,2004-03-23
74,14.8,27,9.239047569960878,2,3,3,2,0,0,1,9,4,7,7,3,245,2004-03-30
71,14.2,22,7.626270385975047,3,2,3,2,1,0,1,11,3,5,3,3,246,2004-04-06
95,19.0,24,9.121403400793104,5,0,2,3,4,0,1,4,8,8,4,4,247,2004-04-13
86,17.2,25,8.704022058795577,2,3,2,3,2,0,1,9,3,8,5,3,248,2004-04-20
70,14.0,11,4.242640687119285,2,3,3,2,1,1,2,2,1,6,2,3,249,2004-04-27
58,11.6,30,10.613199329137279,4,1,4,1,3,1,2,2,8,1,19,3,250,2004-05-04
66,13.2,22,9.260669522232181,4,1,2,3,3,1,2,2,16,1,3,3,251,2004-05-11
112,22.4,19,6.711184694225007,2,3,1,4,1,0,1,6,6,3,4,3,252,2004-05-18
60,12.0,24,9.549869109050658,4,1,3,2,1,0,1,2,7,11,4,3,253,2004-05-25
86,17.2,26,10.283968105745952,4,1,2,3,3,0,1,4,15,3,4,2,254,2004-06-01
105,21.0,17,6.29285308902091,3,2,1,4,2,0,1,5,3,7,2,2,255,2004-06-08
72,14.4,22,7.472616676907761,4,1,3,2,1,1,2,4,6,1,11,3,256,2004-06-15
74,14.8,29,9.947864092356712,2,3,3,2,2,0,1,7,3,8,11,4,257,2004-06-22
60,12.0,18,7.183313998427188,2,3,3,2,1,0,1,2,3,10,3,3,258,2004-06-29
58,11.6,18,6.248199740725323,4,1,4,1,4,1,2,2,4,1,11,3,259,2004-07-06
72,14.4,17,6.740919818541086,4,1,2,3,4,1,2,1,10,2,4,3,260,2004-07-13
53,10.6,27,10.131140113531151,3,2,4,1,4,1,2,1,2,9,15,3,261,2004-07-20
102,20.4,23,8.333066662399863,4,1,1,4,3,1,2,14,4,4,1,3,262,2004-07-27
129,25.8,16,5.775811631277461,3,2,1,4,1,1,2,10,3,2,1,3,263,2004-08-03
68,13.6,28,11.568923891183656,2,3,3,2,2,0,1,2,3,18,5,3,264,2004-08-10
82,16.4,27,11.842297074469968,2,3,2,3,1,0,1,2,21,2,2,2,265,2004-08-17
95,19.0,28,11.29601699715435,3,2,2,3,2,0,1,5,17,3,3,3,266,2004-08-24
81,16.2,17,5.635601121442148,3,2,3,2,1,1,2,6,1,4,6,3,267,2004-08-31
113,22.6,14,5.4626001134990645,3,2,0,5,2,1,2,1,2,7,4,3,268,2004-09-07
82,16.4,26,9.830564581955606,4,1,2,3,4,0,1,4,13,3,6,2,269,2004-09-14
63,12.6,10,3.6110940170535577,3,2,4,1,2,2,3,1,1,3,5,2,270,2004-09-21
89,17.8,25,8.749857141690944,3,2,3,2,2,0,1,7,2,9,7,4,271,2004-09-28
98,19.6,25,9.134549797335389,2,3,1,4,1,1,2,12,5,7,1,3,272,2004-10-05
43,8.6,14,4.963869458396343,5,0,4,1,5,0,1,2,2,4,6,2,273,2004-10-12
65,13.0,18,6.782329983125268,3,2,3,2,1,2,3,1,1,7,9,3,274,2004-10-19
87,17.4,11,3.9293765408777,3,2,1,4,2,2,2,5,1,4,1,2,275,2004-10-26
90,18.0,11,3.7416573867739413,2,3,1,4,2,1,2,4,3,1,3,2,276,2004-11-02
75,15.0,18,6.131883886702357,1,4,2,3,1,0,1,10,2,3,3,3,277,2004-11-09
71,14.2,16,5.30659966456864,1,4,4,1,1,2,3,4,1,1,10,3,278,2004-11-16
76,15.2,23,9.086253353280437,4,1,2,3,4,0,1,5,12,4,2,3,279,2004-11-23
60,12.0,15,5.138093031466052,4,1,4,1,2,0,1,5,4,2,4,2,280,2004-11-30
57,11.4,16,5.571355310873647,5,0,4,1,4,0,1,2,4,2,8,3,281,2004-12-07
77,15.4,28,11.943198901466893,3,2,2,3,2,1,2,1,16,9,2,3,282,2004-12-14
94,18.8,18,6.013318551349164,4,1,2,3,3,1,2,4,4,1,9,2,283,2004-12-21
43,8.6,17,5.748043145279966,3,2,4,1,2,0,1,4,3,3,7,2,284,2004-12-28
94,18.8,18,6.305553108173779,2,3,1,4,2,0,1,9,2,5,2,3,285,2005-01-04
101,20.2,16,5.74108003776293,1,4,2,3,0,1,2,1,5,2,8,3,286,2005-01-11
63,12.6,19,7.172168430816444,3,2,3,2,3,0,1,5,7,5,2,3,287,2005-01-18
103,20.6,25,9.09065454189081,3,2,1,4,2,0,1,10,5,8,2,4,288,2005-01-25
74,14.8,23,9.453041838477178,2,3,3,2,2,1,2,1,5,13,4,3,289,2005-02-01
75,15.0,27,9.979979959899719,3,2,3,2,3,0,1,5,3,12,7,4,290,2005-02-08
82,16.4,22,8.73155198117723,2,3,2,3,1,0,1,4,13,2,3,2,291,2005-02-15
78,15.6,29,10.87382177525455,4,1,3,2,4,0,1,5,6,12,6,4,292,2005-02-22
94,18.8,11,4.707440918375928,2,3,2,3,0,3,3,1,1,8,1,2,293,2005-03-01
123,24.6,17,5.9531504264548865,3,2,1,4,3,0,1,9,3,3,2,3,294,2005-03-08
81,16.2,18,5.81033561853358,1,4,2,3,1,1,2,6,2,1,9,3,295,2005-03-15
93,18.6,21,7.3647810558087885,1,4,2,3,1,0,1,6,4,6,5,3,296,2005-03-22
87,17.4,25,9.393614852653903,3,2,2,3,1,0,1,4,9,7,5,4,297,2005-03-29
67,13.4,14,4.882622246293481,1,4,4,1,0,0,1,2,2,3,7,3,298,2005-04-05
83,16.6,29,10.669582934679312,3,2,3,2,2,0,1,7,6,11,5,4,299,2005-04-12
89,17.8,18,6.462197768561405,1,4,2,3,1,0,1,3,3,6,6,2,300,2005-04-19
89,17.8,26,9.537295214053092,3,2,2,3,3,0,1,6,5,10,5,4,301,2005-04-26
56,11.2,14,5.192301994298868,2,3,4,1,1,1,2,1,2,5,6,3,302,2005-05-03
87,17.4,12,4.31740662898458,3,2,2,3,2,1,2,1,2,3,6,2,303,2005-05-10
