sum,mean,range,std,odd_count,even_count,low_count,high_count,prime_count,consecutive_pair_count,max_consecutive_run,d12,d23,d34,d45,decade_spread,draw_no,date
72,14.4,18,6.019966777316964,2,3,3,2,2,0,1,7,2,4,5,3,474,2008-09-09
67,13.4,16,5.71314274283428,1,4,4,1,0,1,2,1,3,2,10,3,475,2008-09-16
69,13.8,21,7.4404300950953095,1,4,3,2,1,0,1,7,2,8,4,3,476,2008-09-23
66,13.2,27,9.987992791347018,2,3,3,2,1,0,1,3,9,7,8,3,477,2008-09-30
85,17.0,22,7.563068160475615,3,2,1,4,2,1,2,14,1,4,3,3,478,2008-10-07
118,23.6,15,5.314132102234569,2,3,1,4,1,1,2,8,4,1,2,2,479,2008-10-14
86,17.2,26,10.047885349664377,4,1,2,3,3,0,1,2,11,7,6,4,480,2008-10-21
64,12.8,22,7.6000000000000005,4,1,3,2,3,0,1,4,6,3,9,3,481,2008-10-28
91,18.2,27,9.173875952943773,1,4,1,4,2,0,1,14,4,4,5,3,482,2008-11-04
106,21.2,22,7.756287771866127,4,1,1,4,3,0,1,13,3,4,2,2,483,2008-11-11
56,11.2,28,10.961751684835777,4,1,3,2,3,1,2,2,1,15,10,3,484,2008-11-18
67,13.4,28,9.604165762834375,3,2,4,1,2,0,1,5,2,5,16,3,485,2008-11-25
81,16.2,21,8.207313811473277,1,4,2,3,1,0,1,3,12,2,4,2,486,2008-12-02
103,20.6,14,4.841487374764082,3,2,1,4,2,0,1,2,3,2,7,2,487,2008-12-09
94,18.8,19,6.584831053261731,4,1,2,3,3,0,1,5,2,6,6,2,488,2008-12-16
68,13.6,29,11.146299834474219,2,3,3,2,2,0,1,2,5,13,9,3,489,2008-12-23
74,14.8,17,6.64529909033446,4,1,3,2,2,0,1,2,4,8,3,3,490,2008-12-30
77,15.4,15,5.71314274283428,1,4,2,3,1,0,1,2,6,4,3,3,491,2009-01-06
51,10.2,17,5.5641710972974225,3,2,4,1,2,1,2,5,1,2,9,3,492,2009-01-13
54,10.8,16,5.30659966456864,4,1,4,1,3,2,3,10,1,1,4,2,493,2009-01-20
80,16.0,26,9.797958971132712,0,5,3,2,1,0,1,8,4,12,2,3,494,2009-01-27
92,18.4,20,8.309031231136396,2,3,2,3,1,1,2,3,12,4,1,3,495,2009-02-03
77,15.4,26,9.329523031752482,1,4,3,2,1,1,2,6,1,11,8,4,496,2009-02-10
103,20.6,24,8.685620300243386,3,2,1,4,1,1,2,17,2,4,1,2,497,2009-02-17
90,18.0,28,9.359487165438072,2,3,2,3,2,0,1,13,5,3,7,4,498,2009-02-24
65,13.0,24,8.0,1,4,4,1,1,1,2,6,6,1,11,3,499,2009-03-03
115,23.0,9,3.286335345030997,3,2,0,5,2,1,2,1,3,2,3,2,500,2009-03-10
79,15.8,9,3.1874754901018454,3,2,2,3,2,2,2,1,3,1,4,2,501,2009-03-17
37,7.4,12,5.083306010855534,3,2,5,0,4,2,2,1,2,8,1,2,502,2009-03-24
100,20.0,16,5.366563145999495,4,1,1,4,2,0,1,7,3,2,4,2,503,2009-03-31
101,20.2,23,9.431860898041277,1,4,2,3,1,0,1,2,14,4,3,4,504,2009-04-07
82,16.4,17,6.019966777316965,2,3,1,4,2,1,2,11,3,1,2,3,505,2009-04-14
80,16.0,20,7.238784428341543,2,3,3,2,1,2,2,10,1,8,1,3,506,2009-04-21
110,22.0,18,6.782329983125268,2,3,1,4,1,2,3,9,7,1,1,2,507,2009-04-28
57,11.4,22,7.709734106958553,3,2,4,1,1,0,1,3,3,5,11,3,508,2009-05-05
96,19.2,28,10.533755265810955,2,3,2,3,3,1,2,11,9,7,1,4,509,2009-05-12
111,22.2,12,4.261455150532504,3,2,0,5,2,1,2,1,2,2,7,3,510,2009-05-19
114,22.8,18,7.025667228100119,2,3,1,4,2,0,1,3,10,2,3,3,511,2009-05-26
106,21.2,22,8.704022058795578,2,3,2,3,1,1,2,6,11,4,1,4,512,2009-06-02
76,15.2,22,7.547184905645283,4,1,2,3,3,1,2,8,7,1,6,3,513,2009-06-09
107,21.4,15,5.607138307550474,3,2,1,4,0,1,2,1,5,4,5,3,514,2009-06-16
101,20.2,21,7.782030583337488,3,2,1,4,1,2,3,16,3,1,1,2,515,2009-06-23
70,14.0,23,7.3484692283495345,2,3,4,1,1,1,2,9,2,1,11,3,516,2009-06-30
125,25.0,18,6.6332495807108,1,4,1,4,1,2,3,14,2,1,1,3,517,2009-07-07
92,18.4,16,5.238320341483518,2,3,1,4,1,0,1,5,2,2,7,2,518,2009-07-14
96,19.2,29,11.565465835840769,4,1,2,3,3,0,1,7,16,4,2,3,519,2009-07-21
60,12.0,28,10.099504938362077,2,3,4,1,3,1,2,1,8,3,16,3,520,2009-07-28
78,15.6,22,8.685620300243386,2,3,3,2,0,1,2,5,5,11,1,3,521,2009-08-04
95,19.0,23,7.92464510246358,3,2,1,4,2,1,2,15,3,1,4,3,522,2009-08-11
86,17.2,16,5.192301994298868,2,3,1,4,2,2,3,9,1,1,5,3,523,2009-08-18
80,16.0,17,6.603029607687671,2,3,2,3,2,0,1,3,7,5,2,3,524,2009-08-25
88,17.6,26,9.414881836751857,4,1,2,3,0,0,1,13,7,4,2,3,525,2009-09-01
77,15.4,27,10.131140113531153,3,2,2,3,2,1,2,1,11,5,10,4,526,2009-09-08
87,17.4,14,5.571355310873647,5,0,3,2,3,0,1,2,2,8,2,2,527,2009-09-15
63,12.6,19,6.216108107168021,3,2,4,1,2,1,2,9,3,1,6,3,528,2009-09-22
62,12.4,15,5.607138307550475,2,3,3,2,2,0,1,2,7,2,4,3,529,2009-09-29
45,9.0,17,7.0710678118654755,3,2,3,2,4,1,2,1,2,11,3,2,530,2009-10-06
109,21.8,14,4.955804677345547,3,2,1,4,1,2,2,8,1,4,1,2,531,2009-10-13
91,18.2,23,9.19565114605812,3,2,2,3,1,1,2,5,11,6,1,3,532,2009-10-20
92,18.4,25,8.522910301065007,4,1,2,3,4,0,1,7,6,4,8,4,533,2009-10-27
110,22.0,23,7.92464510246358,2,3,1,4,1,1,2,15,3,1,4,3,534,2009-11-03
116,23.2,13,4.445222154178573,2,3,0,5,2,1,2,2,3,1,7,3,535,2009-11-10
98,19.6,10,3.4409301068170506,0,5,1,4,0,0,1,4,2,2,2,2,536,2009-11-17
105,21.0,21,9.444575162494075,3,2,2,3,1,2,2,1,17,2,1,4,537,2009-11-24
72,14.4,13,5.238320341483518,2,3,3,2,1,1,2,2,3,7,1,3,538,2009-12-01
105,21.0,20,7.014271166700073,3,2,1,4,2,0,1,9,5,3,3,3,539,2009-12-08
99,19.8,27,9.579144011862438,3,2,1,4,3,0,1,17,3,5,2,3,540,2009-12-15
59,11.8,22,7.35934779718964,3,2,3,2,1,1,2,8,1,6,7,3,541,2009-12-22
70,14.0,24,8.48528137423857,4,1,3,2,2,0,1,6,2,9,7,3,542,2009-12-29
75,15.0,21,8.221921916437786,3,2,2,3,2,0,1,3,10,5,3,3,543,2010-01-05
89,17.8,27,10.684568311354464,3,2,2,3,2,1,2,6,9,11,1,4,544,2010-01-12
96,19.2,28,10.361467077590895,4,1,2,3,2,1,2,14,8,5,1,3,545,2010-01-19
81,16.2,26,9.453041838477178,3,2,2,3,3,0,1,5,11,3,7,3,546,2010-01-26
113,22.6,26,9.243376006633074,5,0,1,4,4,0,1,18,2,4,2,3,547,2010-02-02
79,15.8,24,9.368030742904295,3,2,2,3,3,1,2,1,10,7,6,3,548,2010-02-09
90,18.0,15,6.099180272790763,2,3,2,3,1,1,2,2,7,5,1,2,549,2010-02-16
105,21.0,23,8.294576541331088,1,4,1,4,1,0,1,8,6,6,3,4,550,2010-02-23
68,13.6,30,11.976643937263894,2,3,3,2,2,1,2,1,8,14,7,4,551,2010-03-02
77,15.4,21,7.116178749862878,3,2,3,2,3,0,1,4,3,3,11,3,552,2010-03-09
92,18.4,28,9.850888284819801,2,3,2,3,3,1,2,11,10,1,6,4,553,2010-03-16
83,16.6,26,10.49952379872535,1,4,2,3,2,1,2,4,17,1,4,2,554,2010-03-23
87,17.4,28,9.520504188329525,3,2,2,3,1,0,1,14,3,6,5,3,555,2010-03-30
67,13.4,20,7.418894796396563,1,4,2,3,1,1,2,2,10,1,7,3,556,2010-04-06
97,19.4,20,6.560487786742691,1,4,1,4,0,1,2,10,3,1,6,3,557,2010-04-13
82,16.4,26,9.068627239003707,0,5,2,3,0,0,1,6,6,6,8,4,558,2010-04-20
40,8.0,14,5.019960159204453,2,3,4,1,3,0,1,2,3,4,5,2,559,2010-04-27
100,20.0,19,8.0,4,1,2,3,4,1,2,2,4,12,1,3,560,2010-05-04
53,10.6,24,8.73155198117723,3,2,3,2,1,1,2,4,1,10,9,3,561,2010-05-11
53,10.6,15,5.4626001134990645,3,2,4,1,3,0,1,5,5,3,2,2,562,2010-05-18
76,15.2,26,9.703607576566563,2,3,2,3,2,2,2,1,13,1,11,3,563,2010-05-25
96,19.2,20,6.523802572120037,4,1,1,4,3,0,1,8,2,3,7,3,564,2010-06-01
114,22.8,11,4.707440918375928,2,3,0,5,2,3,3,1,1,8,1,2,565,2010-06-08
92,18.4,27,10.892199043352083,2,3,2,3,2,0,1,5,15,5,2,3,566,2010-06-15
91,18.2,15,6.144916598294887,1,4,2,3,0,1,2,2,8,4,1,2,567,2010-06-22
90,18.0,22,8.0,0,5,2,3,0,0,1,4,4,8,6,4,568,2010-06-29
104,20.8,18,6.554387843269576,2,3,1,4,2,0,1,7,6,3,2,2,569,2010-07-06
24,4.8,9,3.1874754901018454,2,3,5,0,2,2,2,1,3,1,4,2,570,2010-07-13
115,23.0,20,7.402702209328699,3,2,1,4,1,2,3,13,5,1,1,2,571,2010-07-20
77,15.4,28,10.44222198576529,3,2,2,3,2,0,1,5,12,5,6,3,572,2010-07-27
110,22.0,14,4.47213595499958,4,1,1,4,2,2,3,6,1,1,6,2,573,2010-08-03
46,9.2,12,4.308131845707603,4,1,5,0,3,1,2,4,1,5,2,2,574,2010-08-10
94,18.8,17,5.635601121442148,2,3,1,4,0,1,2,6,4,1,6,2,575,2010-08-17
68,13.6,17,7.002856560004639,2,3,3,2,1,0,1,2,2,11,2,3,576,2010-08-24
85,17.0,20,8.024961059095553,3,2,2,3,1,1,2,5,11,3,1,3,577,2010-08-31
81,16.2,25,8.37615663654877,3,2,2,3,3,0,1,6,5,3,11,3,578,2010-09-07
60,12.0,22,8.246211251235321,4,1,3,2,2,0,1,3,11,2,6,3,579,2010-09-14
60,12.0,25,8.87693640846886,2,3,4,1,0,1,2,3,10,1,11,3,580,2010-09-21
64,12.8,28,9.6,0,5,4,1,1,0,1,4,6,2,16,3,581,2010-09-28
93,18.6,27,9.32952303175248,1,4,2,3,1,0,1,11,8,2,6,4,582,2010-10-05
41,8.2,15,5.491812087098393,3,2,4,1,2,1,2,2,7,1,5,2,583,2010-10-12
62,12.4,16,5.4626001134990645,2,3,4,1,1,0,1,3,2,3,8,3,584,2010-10-19
111,22.2,17,5.635601121442148,3,2,1,4,3,1,2,5,4,1,7,3,585,2010-10-26
37,7.4,14,4.758150901348128,3,2,5,0,1,1,2,4,1,4,5,2,586,2010-11-02
106,21.2,19,7.277362159464101,4,1,1,4,4,1,2,6,2,10,1,3,587,2010-11-09
90,18.0,27,9.777525249264253,2,3,2,3,2,0,1,7,7,8,5,4,588,2010-11-16
74,14.8,23,8.280096617793781,2,3,3,2,2,0,1,7,3,9,4,3,589,2010-11-23
58,11.6,15,5.71314274283428,4,1,3,2,4,0,1,3,4,6,2,2,590,2010-11-30
53,10.6,15,5.083306010855534,3,2,4,1,2,1,2,4,1,4,6,2,591,2010-12-07
85,17.0,21,9.444575162494075,3,2,2,3,2,2,2,1,17,2,1,2,592,2010-12-14
104,20.8,18,7.249827584156743,2,3,2,3,2,1,2,3,8,6,1,2,593,2010-12-21
69,13.8,28,10.590561835898981,1,4,3,2,2,0,1,3,5,12,8,4,594,2010-12-28
76,15.2,16,5.81033561853358,4,1,3,2,3,0,1,4,4,5,3,3,595,2011-01-04
66,13.2,21,7.35934779718964,2,3,4,1,0,1,2,3,1,4,13,3,596,2011-01-11
67,13.4,17,6.019966777316964,3,2,2,3,4,1,2,11,3,1,2,2,597,2011-01-18
96,19.2,26,9.10823802938856,2,3,2,3,0,0,1,11,6,5,4,4,598,2011-01-25
60,12.0,26,8.94427190999916,4,1,4,1,4,1,2,4,3,1,18,3,599,2011-02-01
32,6.4,21,7.863841300534999,2,3,4,1,2,3,4,1,1,1,18,2,600,2011-02-08
79,15.8,14,4.578209256903839,1,4,3,2,0,2,3,4,1,1,8,2,601,2011-02-15
82,16.4,22,7.657675887630659,2,3,2,3,1,0,1,11,4,4,3,3,602,2011-02-22
93,18.6,26,11.586198686368192,1,4,2,3,1,1,2,1,21,2,2,3,603,2011-03-01
73,14.6,23,8.212186067059125,3,2,3,2,3,0,1,9,2,9,3,3,604,2011-03-08
71,14.2,23,8.565045242145544,3,2,3,2,3,1,2,1,7,6,9,3,605,2011-03-15
113,22.6,22,7.964923100695952,3,2,1,4,2,1,2,11,3,7,1,3,606,2011-03-22
75,15.0,23,8.438009243891594,1,4,3,2,1,1,2,1,4,6,12,3,607,2011-03-29
107,21.4,16,5.4258639865002145,5,0,1,4,3,0,1,6,2,4,4,2,608,2011-04-05
94,18.8,27,9.53729521405309,2,3,2,3,1,0,1,11,7,5,4,4,609,2011-04-12
72,14.4,27,9.178235124467012,2,3,3,2,2,0,1,5,6,3,13,3,610,2011-04-19
106,21.2,18,6.11228271597445,2,3,1,4,0,0,1,6,3,4,5,3,611,2011-04-26
110,22.0,19,6.782329983125268,2,3,1,4,1,0,1,7,6,3,3,3,612,2011-05-03
83,16.6,26,8.42852300228219,1,4,1,4,2,1,2,14,1,3,8,3,613,2011-05-10
101,20.2,23,7.984985911070852,3,2,1,4,2,0,1,9,7,2,5,4,614,2011-05-17
68,13.6,16,5.748043145279966,2,3,3,2,2,2,2,8,1,6,1,3,615,2011-05-24
101,20.2,21,7.573638491504595,3,2,1,4,1,1,2,11,3,6,1,3,616,2011-05-31
75,15.0,25,8.555699854482976,3,2,2,3,2,0,1,6,7,3,9,3,617,2011-06-07
89,17.8,21,7.756287771866126,1,4,3,2,1,0,1,2,2,8,9,3,618,2011-06-14
75,15.0,26,9.338094023943002,1,4,3,2,1,0,1,3,7,6,10,4,619,2011-06-21
93,18.6,29,9.971960689854328,3,2,2,3,2,0,1,12,7,4,6,4,620,2011-06-28
90,18.0,24,8.48528137423857,0,5,2,3,0,0,1,6,6,6,6,4,621,2011-07-05
99,19.8,14,5.635601121442148,3,2,2,3,1,1,2,1,6,5,2,2,622,2011-07-12
68,13.6,22,7.3375745311376575,2,3,4,1,0,1,2,5,5,1,11,3,623,2011-07-19
59,11.8,19,6.615134163416491,3,2,4,1,3,1,2,2,4,1,12,3,624,2011-07-26
119,23.8,12,4.354308211415448,3,2,0,5,3,1,2,1,3,3,5,3,625,2011-08-02
80,16.0,15,5.403702434442518,2,3,3,2,2,1,2,1,2,3,9,2,626,2011-08-09
65,13.0,14,4.732863826479693,1,4,4,1,0,1,2,4,4,1,5,3,627,2011-08-16
50,10.0,19,7.6681158050723255,2,3,3,2,2,1,2,1,8,7,3,3,628,2011-08-23
75,15.0,28,11.47170431975999,3,2,2,3,2,0,1,2,13,10,3,3,629,2011-08-30
73,14.6,28,10.365326815879952,3,2,2,3,3,1,2,1,12,3,12,3,630,2011-09-06
81,16.2,22,7.35934779718964,3,2,2,3,1,0,1,12,3,2,5,3,631,2011-09-13
86,17.2,20,7.467261881037788,2,3,3,2,0,2,2,8,1,10,1,3,632,2011-09-20
83,16.6,28,9.28654941299512,1,4,2,3,2,1,2,10,7,1,10,4,633,2011-09-27
102,20.4,25,9.134549797335389,2,3,2,3,1,0,1,8,10,3,4,4,634,2011-10-04
90,18.0,17,6.164414002968976,2,3,2,3,2,1,2,1,3,4,9,2,635,2011-10-11
98,19.6,22,8.114185110040317,2,3,2,3,1,0,1,5,8,5,4,4,636,2011-10-18
52,10.4,20,7.08801805866774,4,1,4,1,1,0,1,4,5,5,6,3,637,2011-10-25
92,18.4,29,10.170545708072897,2,3,1,4,0,0,1,15,2,9,3,4,638,2011-11-01
100,20.0,25,9.316651759081692,2,3,2,3,2,0,1,8,6,9,2,4,639,2011-11-08
98,19.6,25,9.046546302318914,2,3,2,3,1,0,1,9,3,10,3,4,640,2011-11-15
69,13.8,17,5.706137047074843,3,2,3,2,3,0,1,6,3,3,5,3,641,2011-11-22
115,23.0,22,7.563068160475615,3,2,1,4,1,1,2,13,4,1,4,3,642,2011-11-29
78,15.6,13,4.882622246293481,4,1,2,3,3,0,1,2,6,2,3,3,643,2011-12-06
80,16.0,22,7.321202087089251,4,1,3,2,2,0,1,8,2,5,7,3,644,2011-12-13
82,16.4,16,5.4626001134990645,2,3,2,3,2,1,2,5,5,1,5,3,645,2011-12-20
86,17.2,28,11.685888926393234,2,3,2,3,2,1,2,3,10,14,1,3,646,2011-12-27
47,9.4,18,6.216108107168021,3,2,4,1,2,1,2,3,1,3,11,3,647,2012-01-10
77,15.4,15,5.388877434122992,3,2,2,3,2,1,2,7,5,1,2,3,648,2012-01-17
72,14.4,18,6.6211781428987395,4,1,2,3,3,1,2,8,7,1,2,3,649,2012-01-24
83,16.6,22,8.187795796183488,1,4,2,3,1,0,1,7,7,6,2,3,650,2012-01-31
85,17.0,23,8.07465169527454,3,2,3,2,2,0,1,3,4,5,11,4,651,2012-02-07
83,16.6,27,11.288932633336069,3,2,2,3,4,1,2,3,14,9,1,3,652,2012-02-14
99,19.8,19,6.337191807101944,1,4,1,4,1,0,1,5,4,2,8,3,653,2012-02-21
91,18.2,21,8.23164625090267,3,2,2,3,1,0,1,5,11,3,2,3,654,2012-02-28
60,12.0,11,3.847076812334269,2,3,4,1,1,0,1,2,3,2,4,2,655,2012-03-06
74,14.8,19,7.19444229944198,2,3,3,2,1,1,2,6,5,7,1,3,656,2012-03-13
94,18.8,21,7.249827584156743,2,3,2,3,1,0,1,5,4,5,7,4,657,2012-03-20
67,13.4,19,6.887670143089026,3,2,4,1,2,1,2,1,3,4,11,3,658,2012-03-27
97,19.4,26,10.669582934679312,3,2,2,3,2,1,2,4,13,8,1,3,659,2012-04-03
95,19.0,24,9.736529155710468,3,2,3,2,2,1,2,5,3,15,1,3,660,2012-04-10
56,11.2,18,7.138627319029899,2,3,3,2,2,1,2,4,3,10,1,3,661,2012-04-17
90,18.0,24,9.797958971132712,4,1,3,2,2,0,1,2,6,13,3,4,662,2012-04-24
72,14.4,30,10.461357464497617,4,1,3,2,1,1,2,8,1,11,10,4,663,2012-05-01
71,14.2,23,8.084553172563094,3,2,3,2,2,0,1,3,2,5,13,3,664,2012-05-08
84,16.8,21,7.138627319029899,2,3,2,3,2,0,1,5,5,3,8,3,665,2012-05-15
91,18.2,19,7.35934779718964,3,2,2,3,3,1,2,1,6,7,5,2,666,2012-05-22
93,18.6,23,9.090654541890808,3,2,2,3,2,1,2,1,10,7,5,4,667,2012-05-29
88,17.6,22,9.024411338142782,4,1,2,3,2,0,1,2,7,11,2,3,668,2012-06-05
75,15.0,27,10.862780491200215,3,2,3,2,2,1,2,3,1,17,6,3,669,2012-06-12
92,18.4,25,11.001818031580052,2,3,2,3,1,1,2,2,20,1,2,2,670,2012-06-19
89,17.8,20,6.8527366796047255,3,2,2,3,2,0,1,7,5,3,5,3,671,2012-06-26
81,16.2,25,9.26066952223218,1,4,2,3,1,0,1,5,12,2,6,2,672,2012-07-03
88,17.6,19,7.391887445030531,2,3,2,3,0,1,2,6,9,3,1,3,673,2012-07-10
55,11.0,24,11.045361017187261,3,2,3,2,2,3,3,1,1,21,1,2,674,2012-07-17
113,22.6,25,8.912911982062878,3,2,1,4,1,1,2,15,6,1,3,3,675,2012-07-24
78,15.6,24,9.243376006633074,0,5,2,3,0,0,1,2,12,4,6,3,676,2012-07-31
103,20.6,20,6.916646586316233,1,4,1,4,1,1,2,6,7,1,6,3,677,2012-08-07
102,20.4,10,3.8781438859330635,4,1,1,4,1,1,2,2,4,3,1,2,678,2012-08-14
99,19.8,26,10.166612021711067,5,0,2,3,5,0,1,6,12,6,2,4,679,2012-08-21
55,11.0,22,8.12403840463596,3,2,4,1,3,1,2,1,8,4,9,3,680,2012-08-28
84,16.8,24,7.984985911070851,2,3,2,3,2,0,1,6,5,2,11,3,681,2012-09-04
84,16.8,23,9.19565114605812,2,3,2,3,0,0,1,4,12,5,2,2,682,2012-09-11
72,14.4,25,9.414881836751857,4,1,3,2,2,0,1,6,8,8,3,3,683,2012-09-18
79,15.8,15,5.491812087098393,3,2,3,2,2,1,2,2,1,6,6,2,684,2012-09-25
89,17.8,22,7.782030583337488,3,2,2,3,2,0,1,3,8,2,9,4,685,2012-10-02
43,8.6,15,5.238320341483519,3,2,4,1,3,0,1,2,2,3,8,2,686,2012-10-09
81,16.2,27,9.785703858180055,3,2,2,3,3,0,1,7,8,7,5,3,687,2012-10-16
59,11.8,22,8.084553172563094,3,2,4,1,1,1,2,1,4,6,11,3,688,2012-10-23
92,18.4,13,5.2,4,1,2,3,3,1,2,1,6,4,2,2,689,2012-10-30
97,19.4,14,5.161395160225576,3,2,1,4,2,1,2,5,6,1,2,2,690,2012-11-06
67,13.4,22,7.964923100695952,3,2,3,2,1,1,2,6,1,10,5,3,691,2012-11-13
90,18.0,22,7.9498427657407165,4,1,3,2,3,1,2,4,1,9,8,4,692,2012-11-20
92,18.4,20,7.255342858886822,4,1,1,4,2,1,2,12,4,3,1,3,693,2012-11-27
68,13.6,15,5.0039984012787215,2,3,3,2,1,1,2,7,3,1,4,3,694,2012-12-04
98,19.6,24,8.593020423576334,2,3,1,4,1,2,2,15,1,7,1,3,695,2012-12-11
78,15.6,25,8.662563131083086,4,1,3,2,2,0,1,4,6,4,11,3,696,2012-12-18
81,16.2,22,8.997777503361595,5,0,2,3,3,0,1,2,10,8,2,3,697,2012-12-25
48,9.6,22,8.357032966310472,2,3,4,1,3,1,2,1,2,9,10,3,698,2013-01-08
91,18.2,22,8.059776671843954,1,4,2,3,0,0,1,6,9,3,4,3,699,2013-01-15
70,14.0,20,7.974960814950754,2,3,3,2,0,1,2,2,1,12,5,2,700,2013-01-22
66,13.2,22,7.467261881037788,2,3,4,1,1,0,1,4,5,2,11,3,701,2013-01-29
78,15.6,13,5.0039984012787215,2,3,3,2,2,1,2,2,1,7,3,2,702,2013-02-05
88,17.6,28,10.594338110519223,2,3,2,3,2,0,1,7,6,12,3,4,703,2013-02-12
83,16.6,23,8.822698000045111,3,2,2,3,2,1,2,9,10,3,1,3,704,2013-02-19
85,17.0,14,4.979959839195493,1,4,1,4,0,1,2,8,2,3,1,3,705,2013-02-26
70,14.0,25,8.87693640846886,2,3,3,2,1,1,2,2,9,1,13,3,706,2013-03-05
92,18.4,27,10.307278981380101,4,1,2,3,4,0,1,9,12,4,2,3,707,2013-03-12
98,19.6,19,8.06473806146238,2,3,2,3,2,2,2,1,9,8,1,2,708,2013-03-19
58,11.6,16,6.7111846942250075,2,3,2,3,3,2,3,3,11,1,1,2,709,2013-03-26
86,17.2,24,8.657944328765346,2,3,2,3,1,1,2,13,3,7,1,3,710,2013-04-02
60,12.0,22,8.099382692526634,4,1,3,2,3,0,1,2,5,7,8,3,711,2013-04-09
86,17.2,28,10.88852607105296,4,1,2,3,3,0,1,4,11,9,4,4,712,2013-04-16
98,19.6,27,9.93176721434811,2,3,2,3,2,0,1,9,9,6,3,4,713,2013-04-23
89,17.8,25,8.908422980528034,1,4,2,3,1,0,1,4,10,2,9,4,714,2013-04-30
41,8.2,20,7.30479294709987,3,2,4,1,3,1,2,1,2,4,13,2,715,2013-05-07
94,18.8,11,3.54400902933387,2,3,1,4,2,2,3,5,1,1,4,2,716,2013-05-14
71,14.2,23,9.239047569960878,3,2,3,2,3,0,1,2,9,9,3,3,717,2013-05-21
72,14.4,22,7.4993333037010705,2,3,2,3,3,0,1,9,5,3,5,3,718,2013-05-28
78,15.6,25,9.00222194794152,2,3,2,3,1,0,1,7,9,4,5,3,719,2013-06-04
72,14.4,15,5.642694391866353,4,1,2,3,4,1,2,6,6,2,1,3,720,2013-06-11
57,11.4,19,6.887670143089026,3,2,4,1,2,0,1,2,7,3,7,3,721,2013-06-18
78,15.6,26,9.645724441429996,2,3,2,3,1,0,1,2,11,4,9,4,722,2013-06-25
76,15.2,27,10.740577265678041,4,1,3,2,2,0,1,3,2,16,6,3,723,2013-07-02
89,17.8,22,7.413501197140255,3,2,2,3,3,0,1,7,3,5,7,3,724,2013-07-09
101,20.2,24,9.765244492586962,1,4,2,3,1,0,1,5,15,2,2,4,725,2013-07-16
62,12.4,24,9.393614852653903,2,3,2,3,1,1,2,1,14,2,7,3,726,2013-07-23
65,13.0,20,7.042726744663604,1,4,3,2,1,0,1,3,7,2,8,3,727,2013-07-30
62,12.4,27,8.8,4,1,4,1,2,0,1,8,2,2,15,3,728,2013-08-06
95,19.0,16,5.477225575051661,3,2,1,4,3,1,2,3,1,3,9,2,729,2013-08-13
51,10.2,19,6.968500556073738,3,2,4,1,3,0,1,2,2,7,8,3,730,2013-08-20
92,18.4,23,9.43610088966836,2,3,2,3,1,0,1,2,9,10,2,4,731,2013-08-27
86,17.2,27,11.232096865679177,2,3,2,3,2,0,1,2,10,13,2,4,732,2013-09-03
63,12.6,15,5.607138307550474,3,2,3,2,2,0,1,4,2,7,2,3,733,2013-09-10
49,9.8,7,2.5612496949731396,1,4,5,0,1,1,2,2,2,2,1,2,734,2013-09-17
86,17.2,27,9.064215354899728,2,3,2,3,2,0,1,11,2,7,7,4,735,2013-09-24
80,16.0,25,8.221921916437786,2,3,2,3,2,0,1,12,3,3,7,3,736,2013-10-01
77,15.4,18,6.280127387243033,3,2,2,3,3,1,2,7,6,1,4,3,737,2013-10-08
84,16.8,22,8.059776671843954,4,1,3,2,4,0,1,4,3,9,6,3,738,2013-10-15
79,15.8,30,11.548160026601641,3,2,2,3,2,0,1,3,15,5,7,4,739,2013-10-22
78,15.6,26,10.707007051459339,2,3,2,3,2,0,1,2,15,6,3,3,740,2013-10-29
69,13.8,19,6.305553108173779,3,2,4,1,1,1,2,5,1,3,10,3,741,2013-11-05
81,16.2,28,11.08873302050329,3,2,2,3,3,0,1,2,11,10,5,4,742,2013-11-12
87,17.4,26,8.380930735902785,1,4,2,3,0,0,1,11,3,2,10,4,743,2013-11-19
49,9.8,22,8.207313811473277,1,4,4,1,2,1,2,2,1,9,10,3,744,2013-11-26
62,12.4,19,6.151422599691879,2,3,4,1,2,1,2,7,3,1,8,3,745,2013-12-03
65,13.0,18,6.44980619863884,1,4,3,2,1,0,1,8,5,3,2,3,746,2013-12-10
95,19.0,29,11.045361017187261,3,2,2,3,2,1,2,11,11,6,1,4,747,2013-12-17
41,8.2,13,4.445222154178573,3,2,5,0,3,1,2,4,1,4,4,2,748,2013-12-24
72,14.4,29,9.350935782048767,2,3,3,2,1,0,1,10,3,2,14,3,749,2014-01-07
48,9.6,17,5.986651818838306,4,1,4,1,4,0,1,3,4,4,6,2,750,2014-01-14
89,17.8,23,7.413501197140255,3,2,2,3,2,1,2,8,3,1,11,3,751,2014-01-21
118,23.6,20,6.800000000000001,4,1,1,4,3,1,2,12,3,1,4,3,752,2014-01-28
79,15.8,22,8.49470423263812,1,4,2,3,2,1,2,8,10,3,1,3,753,2014-02-04
102,20.4,19,7.552483035399683,2,3,2,3,1,2,2,1,12,1,5,3,754,2014-02-11
115,23.0,7,2.6076809620810595,3,2,0,5,0,2,3,1,1,3,2,1,755,2014-02-18
79,15.8,25,10.49571341072154,3,2,3,2,1,1,2,3,1,18,3,3,756,2014-02-25
100,20.0,15,5.727128425310541,4,1,2,3,0,0,1,3,6,4,2,2,757,2014-03-04
