num_a,num_b,observed_count,expected_count,lift,odds_ratio,p_raw,period,p_bonf,sig_bonf,p_holm,sig_holm,p_fdr,sig_fdr
9,31,33,30.193548387096776,1.0929487179487178,0.8356164383561644,0.5804212529492752,full,1.0,False,1.0,False,0.9338957876173459,False
10,11,35,30.193548387096776,1.159188034188034,0.7237348100292262,0.35720678863729965,full,1.0,False,1.0,False,0.9134515360957742,False
10,12,27,30.193548387096776,0.8942307692307692,0.7354891751164703,0.6450481380209045,full,1.0,False,1.0,False,0.961369821088848,False
10,13,31,30.193548387096776,1.0267094017094016,0.8175787728026535,0.853780704510487,full,1.0,False,1.0,False,0.9659562715264634,False
10,14,24,30.193548387096776,0.7948717948717949,0.4910313901345291,0.3102501858601514,full,1.0,False,1.0,False,0.9134515360957742,False
10,15,29,30.193548387096776,0.9604700854700853,0.8537414965986394,0.9266235287233359,full,1.0,False,1.0,False,0.9882567450833742,False
10,16,34,30.193548387096776,1.1260683760683758,0.8396020506573271,0.4612160308224047,full,1.0,False,1.0,False,0.9204525937013656,False
10,17,29,30.193548387096776,0.9604700854700853,0.7291666666666666,0.9266235287233359,full,1.0,False,1.0,False,0.9882567450833742,False
10,18,27,30.193548387096776,0.8942307692307692,0.655848680935789,0.6450481380209045,full,1.0,False,1.0,False,0.961369821088848,False
10,19,27,30.193548387096776,0.8942307692307692,0.5763705526963526,0.6450481380209045,full,1.0,False,1.0,False,0.961369821088848,False
10,20,42,30.193548387096776,1.391025641025641,1.1212980638123806,0.03408523555021485,full,1.0,False,1.0,False,0.7528447821894237,False
10,21,37,30.193548387096776,1.2254273504273503,0.8950343964978111,0.1980487822798055,full,1.0,False,1.0,False,0.9118087501000947,False
10,22,35,30.193548387096776,1.159188034188034,0.8380586851553795,0.35720678863729965,full,1.0,False,1.0,False,0.9134515360957742,False
10,23,36,30.193548387096776,1.192307692307692,0.8980617372577172,0.26950915959692945,full,1.0,False,1.0,False,0.9134515360957742,False
10,24,36,30.193548387096776,1.192307692307692,0.9613547546678246,0.26950915959692945,full,1.0,False,1.0,False,0.9134515360957742,False
10,25,29,30.193548387096776,0.9604700854700853,0.7291666666666666,0.9266235287233359,full,1.0,False,1.0,False,0.9882567450833742,False
10,26,20,30.193548387096776,0.6623931623931624,0.5098463759150428,0.0649278943462515,full,1.0,False,1.0,False,0.7528447821894237,False
10,27,36,30.193548387096776,1.192307692307692,0.8664011946241912,0.26950915959692945,full,1.0,False,1.0,False,0.9134515360957742,False
10,28,30,30.193548387096776,0.9935897435897435,0.7533473554609347,1.0,full,1.0,False,1.0,False,1.0,False
10,29,28,30.193548387096776,0.9273504273504273,0.6793072558972828,0.7823030217496556,full,1.0,False,1.0,False,0.9659562715264634,False
10,30,34,30.193548387096776,1.1260683760683758,0.8100024636610003,0.4612160308224047,full,1.0,False,1.0,False,0.9204525937013656,False
10,31,40,30.193548387096776,1.3247863247863247,0.9433962264150944,0.07948478690877639,full,1.0,False,1.0,False,0.7528447821894237,False
11,12,33,30.193548387096776,1.0929487179487178,0.7954386665335862,0.5804212529492752,full,1.0,False,1.0,False,0.9338957876173459,False
11,13,30,30.193548387096776,0.9935897435897435,0.6464696818635004,1.0,full,1.0,False,1.0,False,1.0,False
11,14,41,30.193548387096776,1.3579059829059827,0.8244228694714132,0.05273803729570686,full,1.0,False,1.0,False,0.7528447821894237,False
11,15,29,30.193548387096776,0.9604700854700853,0.7064998995378742,0.9266235287233359,full,1.0,False,1.0,False,0.9882567450833742,False
11,16,40,30.193548387096776,1.3247863247863247,0.8666147003530652,0.07948478690877639,full,1.0,False,1.0,False,0.7528447821894237,False
11,17,35,30.193548387096776,1.159188034188034,0.7754969045291626,0.35720678863729965,full,1.0,False,1.0,False,0.9134515360957742,False
11,18,38,30.193548387096776,1.2585470085470085,0.8585585585585586,0.16615843884076675,full,1.0,False,1.0,False,0.8490513633072146,False
11,19,32,30.193548387096776,1.0598290598290598,0.5938766502146784,0.7124512001298489,full,1.0,False,1.0,False,0.9659562715264634,False
11,20,38,30.193548387096776,1.2585470085470085,0.7961082910321489,0.16615843884076675,full,1.0,False,1.0,False,0.8490513633072146,False
11,21,27,30.193548387096776,0.8942307692307692,0.4849858908241705,0.6450481380209045,full,1.0,False,1.0,False,0.961369821088848,False
11,22,38,30.193548387096776,1.2585470085470085,0.7722772277227723,0.16615843884076675,full,1.0,False,1.0,False,0.8490513633072146,False
11,23,35,30.193548387096776,1.159188034188034,0.7106060606060606,0.35720678863729965,full,1.0,False,1.0,False,0.9134515360957742,False
11,24,26,30.193548387096776,0.861111111111111,0.5143097643097643,0.5188315085513573,full,1.0,False,1.0,False,0.9243549864995446,False
11,25,28,30.193548387096776,0.9273504273504273,0.5760438890582139,0.7823030217496556,full,1.0,False,1.0,False,0.9659562715264634,False
11,26,35,30.193548387096776,1.159188034188034,0.8748196248196248,0.35720678863729965,full,1.0,False,1.0,False,0.9134515360957742,False
11,27,28,30.193548387096776,0.9273504273504273,0.5109085887876277,0.7823030217496556,full,1.0,False,1.0,False,0.9659562715264634,False
11,28,37,30.193548387096776,1.2254273504273503,0.8269709348734564,0.1980487822798055,full,1.0,False,1.0,False,0.9118087501000947,False
11,29,40,30.193548387096776,1.3247863247863247,0.9117436020090888,0.07948478690877639,full,1.0,False,1.0,False,0.7528447821894237,False
11,30,45,30.193548387096776,1.4903846153846152,0.9908102812893596,0.009670976717344973,full,1.0,False,1.0,False,0.6424291676522017,False
11,31,41,30.193548387096776,1.3579059829059827,0.800568720379147,0.05273803729570686,full,1.0,False,1.0,False,0.7528447821894237,False
12,13,28,30.193548387096776,0.9273504273504273,0.8453651391504499,0.7823030217496556,full,1.0,False,1.0,False,0.9659562715264634,False
12,14,30,30.193548387096776,0.9935897435897435,0.7757735352205398,1.0,full,1.0,False,1.0,False,1.0,False
12,15,21,30.193548387096776,0.6955128205128205,0.6633831521739131,0.09714126221799016,full,1.0,False,1.0,False,0.7528447821894237,False
